id;depart;type;speedFactor;duration;waitingTime;timeLoss;traveltime;walk_depart;departPos;arrival;arrivalPos;walk_duration;routeLength;walk_timeLoss;maxSpeed;walk_waitingTime
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.S__seg1__0.28;3194.00;DEFAULT_PEDTYPE;1.11;275.00;1.00;31.83;275.00;3194.00;177.70;3469.00;0.10;275.00;373.31;31.83;1.54;1.00
pf_PedEnd.Minor.280.S_end.E_sidewalk__PedEnd.Minor.460.S_end.W_sidewalk__seg1__0.0;3030.00;DEFAULT_PEDTYPE;1.00;440.00;0.00;44.24;440.00;3030.00;177.70;3470.00;0.10;440.00;547.47;44.24;1.38;0.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.460.S_end.E_sidewalk__seg1__0.3;3107.00;DEFAULT_PEDTYPE;1.01;364.00;0.00;40.41;364.00;3107.00;177.70;3471.00;180.90;364.00;451.72;40.41;1.40;0.00
pf_PedEnd.Minor.460.N_end.E_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.0;3071.00;DEFAULT_PEDTYPE;1.27;401.00;1.00;43.18;401.00;3071.00;0.10;3472.00;0.10;401.00;633.40;43.18;1.77;1.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.0.S__seg1__0.0;2528.00;DEFAULT_PEDTYPE;0.76;946.00;106.00;191.90;946.00;2528.00;0.10;3474.00;112.00;946.00;793.80;191.90;1.05;106.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__PedEnd.Minor.460.N_end.W_sidewalk__seg1__0.0;3050.00;DEFAULT_PEDTYPE;0.83;424.00;0.00;43.93;424.00;3050.00;177.70;3474.00;177.70;424.00;438.82;43.93;1.15;0.00
pf_PedEnd.Minor.460.S_end.W_sidewalk__Node.Main.0.S__seg1__0.2;2868.00;DEFAULT_PEDTYPE;0.90;607.00;0.00;77.96;607.00;2868.00;0.10;3475.00;112.00;607.00;660.71;77.96;1.25;0.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.400.N_end.W_sidewalk__seg1__0.0;2953.00;DEFAULT_PEDTYPE;1.15;523.00;84.00;141.90;523.00;2953.00;0.10;3476.00;180.90;523.00;607.54;141.90;1.59;84.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.280.S_end.E_sidewalk__seg1__0.0;3088.00;DEFAULT_PEDTYPE;0.98;389.00;13.00;53.26;389.00;3088.00;0.10;3477.00;177.70;389.00;457.17;53.26;1.36;13.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.0.S__seg1__0.1;2637.00;DEFAULT_PEDTYPE;0.74;841.00;28.00;108.27;841.00;2637.00;177.70;3478.00;112.00;841.00;756.45;108.27;1.03;28.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.280.S_end.E_sidewalk__seg1__0.1;3078.00;DEFAULT_PEDTYPE;0.97;403.00;8.00;52.03;403.00;3078.00;112.00;3481.00;177.70;403.00;471.77;52.03;1.34;8.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.0.S__seg1__0.21;3177.00;DEFAULT_PEDTYPE;0.97;309.00;0.00;31.19;309.00;3177.00;0.10;3486.00;112.00;309.00;372.92;31.19;1.34;0.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.340.S_end.E_sidewalk__seg1__0.0;3103.00;DEFAULT_PEDTYPE;1.06;386.00;1.00;40.88;386.00;3103.00;177.70;3489.00;180.90;386.00;508.72;40.88;1.47;1.00
pf_PedEnd.Minor.460.S_end.E_sidewalk__Node.Main.0.N__seg1__0.1;2891.00;DEFAULT_PEDTYPE;1.05;599.00;70.00;125.24;599.00;2891.00;180.90;3490.00;0.10;599.00;688.27;125.24;1.45;70.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.23;3150.00;DEFAULT_PEDTYPE;0.88;341.00;0.00;35.12;341.00;3150.00;0.10;3491.00;112.00;341.00;372.92;35.12;1.22;0.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.24;3223.00;DEFAULT_PEDTYPE;1.12;270.00;0.00;31.06;270.00;3223.00;0.10;3493.00;112.00;270.00;372.92;31.06;1.56;0.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__PedEnd.Minor.400.S_end.W_sidewalk__seg1__0.0;2923.00;DEFAULT_PEDTYPE;0.91;574.00;54.00;105.47;574.00;2923.00;177.70;3497.00;0.10;574.00;594.70;105.47;1.27;54.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__PedEnd.Minor.400.N_end.W_sidewalk__seg1__0.0;3105.00;DEFAULT_PEDTYPE;0.87;394.00;0.00;39.04;394.00;3105.00;177.70;3499.00;180.90;394.00;428.42;39.04;1.21;0.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__PedEnd.Minor.400.N_end.W_sidewalk__seg1__0.0;2917.00;DEFAULT_PEDTYPE;1.05;587.00;41.00;99.24;587.00;2917.00;0.10;3504.00;180.90;587.00;710.77;99.24;1.46;41.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.0;3072.00;DEFAULT_PEDTYPE;0.98;432.00;82.00;121.10;432.00;3072.00;0.10;3504.00;0.10;432.00;424.21;121.10;1.36;82.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.24;3247.00;DEFAULT_PEDTYPE;1.17;258.00;0.00;29.19;258.00;3247.00;177.70;3505.00;0.10;258.00;373.31;29.19;1.63;0.00
pf_PedEnd.Minor.340.N_end.E_sidewalk__PedEnd.Minor.280.N_end.W_sidewalk__seg1__0.0;3092.00;DEFAULT_PEDTYPE;0.84;418.00;0.00;40.73;418.00;3092.00;0.10;3510.00;180.90;418.00;437.90;40.73;1.16;0.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__PedEnd.Minor.340.S_end.W_sidewalk__seg1__0.0;2965.00;DEFAULT_PEDTYPE;1.06;545.00;91.00;138.71;545.00;2965.00;177.70;3510.00;0.10;545.00;598.04;138.71;1.47;91.00
pf_PedEnd.Minor.340.N_end.E_sidewalk__PedEnd.Minor.400.N_end.E_sidewalk__seg1__0.0;3117.00;DEFAULT_PEDTYPE;0.86;400.00;0.00;40.91;400.00;3117.00;0.10;3517.00;0.10;400.00;428.86;40.91;1.19;0.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.340.S_end.W_sidewalk__seg1__0.0;3040.00;DEFAULT_PEDTYPE;1.01;477.00;64.00;107.64;477.00;3040.00;0.10;3517.00;0.10;477.00;518.03;107.64;1.40;64.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.460.S_end.E_sidewalk__seg1__0.2;3139.00;DEFAULT_PEDTYPE;1.15;379.00;26.00;68.54;379.00;3139.00;112.00;3518.00;180.90;379.00;494.06;68.54;1.59;26.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__Node.Main.740.N__seg1__0.13;3192.00;DEFAULT_PEDTYPE;1.22;327.00;68.00;95.17;327.00;3192.00;177.70;3519.00;112.00;327.00;391.66;95.17;1.69;68.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.340.N_end.E_sidewalk__seg1__0.0;2920.00;DEFAULT_PEDTYPE;0.85;599.00;97.00;149.00;599.00;2920.00;177.70;3519.00;0.10;599.00;534.00;149.00;1.19;97.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.1;3093.00;DEFAULT_PEDTYPE;0.91;427.00;36.00;78.70;427.00;3093.00;112.00;3520.00;0.10;427.00;438.80;78.70;1.26;36.00
pf_PedEnd.Minor.460.S_end.W_sidewalk__Node.Main.740.N__seg1__0.0;3020.00;DEFAULT_PEDTYPE;0.88;501.00;37.00;87.90;501.00;3020.00;0.10;3521.00;112.00;501.00;502.89;87.90;1.22;37.00
pf_PedEnd.Minor.460.N_end.E_sidewalk__PedEnd.Minor.200.N_end.W_sidewalk__seg1__0.0;2997.00;DEFAULT_PEDTYPE;1.11;527.00;50.00;104.41;527.00;2997.00;0.10;3524.00;177.70;527.00;652.14;104.41;1.54;50.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.200.S_end.E_sidewalk__seg1__0.2;3003.00;DEFAULT_PEDTYPE;1.15;522.00;3.00;67.76;522.00;3003.00;177.70;3525.00;177.70;522.00;723.50;67.76;1.59;3.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.24;3181.00;DEFAULT_PEDTYPE;1.17;344.00;75.00;103.02;344.00;3181.00;0.10;3525.00;0.10;344.00;391.66;103.02;1.63;75.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__PedEnd.Minor.340.N_end.W_sidewalk__seg1__0.1;3106.00;DEFAULT_PEDTYPE;1.03;420.00;0.00;60.65;420.00;3106.00;177.70;3526.00;180.90;420.00;515.76;60.65;1.44;0.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__PedEnd.Minor.540.N_end.E_sidewalk__seg1__0.1;3159.00;DEFAULT_PEDTYPE;1.17;367.00;0.00;43.31;367.00;3159.00;180.90;3526.00;0.10;367.00;527.07;43.31;1.63;0.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.0.S__seg1__0.11;3180.00;DEFAULT_PEDTYPE;1.13;348.00;72.00;99.13;348.00;3180.00;177.70;3528.00;112.00;348.00;391.66;99.13;1.57;72.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.0.S__seg1__0.3;3010.00;DEFAULT_PEDTYPE;1.16;518.00;5.00;59.84;518.00;3010.00;0.10;3528.00;112.00;518.00;737.71;59.84;1.61;5.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.23;3160.00;DEFAULT_PEDTYPE;1.14;371.00;92.00;123.33;371.00;3160.00;0.10;3531.00;0.10;371.00;391.66;123.33;1.58;92.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.460.N_end.W_sidewalk__seg1__0.0;3031.00;DEFAULT_PEDTYPE;1.13;501.00;30.00;83.71;501.00;3031.00;177.70;3532.00;177.70;501.00;652.60;83.71;1.56;30.00
pf_PedEnd.Minor.280.N_end.E_sidewalk__PedEnd.Minor.340.N_end.E_sidewalk__seg1__0.0;3195.00;DEFAULT_PEDTYPE;1.02;337.00;0.00;34.36;337.00;3195.00;0.10;3532.00;0.10;337.00;428.86;34.36;1.42;0.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__PedEnd.Minor.200.N_end.W_sidewalk__seg1__0.0;3018.00;DEFAULT_PEDTYPE;1.05;515.00;19.00;72.30;515.00;3018.00;177.70;3533.00;177.70;515.00;643.20;72.30;1.45;19.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.5;3190.00;DEFAULT_PEDTYPE;1.04;343.00;39.00;70.99;343.00;3190.00;0.10;3533.00;0.10;343.00;391.66;70.99;1.44;39.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.26;3233.00;DEFAULT_PEDTYPE;1.15;301.00;21.00;55.10;301.00;3233.00;0.10;3534.00;0.10;301.00;391.66;55.10;1.59;21.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.6;3193.00;DEFAULT_PEDTYPE;1.03;341.00;34.00;68.17;341.00;3193.00;0.10;3534.00;0.10;341.00;391.66;68.17;1.44;34.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__Node.Main.740.N__seg1__0.15;3273.00;DEFAULT_PEDTYPE;1.21;262.00;0.00;28.81;262.00;3273.00;177.70;3535.00;112.00;262.00;391.66;28.81;1.68;0.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.0.S__seg1__0.12;3201.00;DEFAULT_PEDTYPE;1.06;337.00;38.00;70.87;337.00;3201.00;177.70;3538.00;112.00;337.00;391.66;70.87;1.47;38.00
pf_PedEnd.Minor.460.S_end.E_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.2;2990.00;DEFAULT_PEDTYPE;0.83;548.00;100.00;145.76;548.00;2990.00;180.90;3538.00;177.70;548.00;461.12;145.76;1.15;100.00
pf_PedEnd.Main.E_end.S_sidewalk__Node.Main.0.S__seg1__0.2;2862.00;DEFAULT_PEDTYPE;1.10;677.00;95.00;173.19;677.00;2862.00;0.10;3539.00;112.00;677.00;771.05;173.19;1.53;95.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__Node.Main.740.N__seg1__0.12;3159.00;DEFAULT_PEDTYPE;1.06;381.00;82.00;114.19;381.00;3159.00;177.70;3540.00;112.00;381.00;391.66;114.19;1.47;82.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.0.S__seg1__0.13;3207.00;DEFAULT_PEDTYPE;1.07;333.00;36.00;68.47;333.00;3207.00;177.70;3540.00;112.00;333.00;391.66;68.47;1.48;36.00
pf_PedEnd.Minor.340.S_end.E_sidewalk__PedEnd.Minor.200.S_end.E_sidewalk__seg1__0.0;3165.00;DEFAULT_PEDTYPE;1.09;375.00;0.00;39.21;375.00;3165.00;180.90;3540.00;177.70;375.00;508.72;39.21;1.51;0.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__Node.Main.0.N__seg1__0.1;3010.00;DEFAULT_PEDTYPE;1.04;533.00;71.00;119.98;533.00;3010.00;180.90;3543.00;0.10;533.00;594.40;119.98;1.44;71.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__Node.Main.0.S__seg1__0.3;3067.00;DEFAULT_PEDTYPE;1.03;477.00;61.00;103.66;477.00;3067.00;0.10;3544.00;112.00;477.00;532.63;103.66;1.43;61.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.280.S_end.E_sidewalk__seg1__0.0;3068.00;DEFAULT_PEDTYPE;1.27;476.00;55.00;102.75;476.00;3068.00;0.10;3544.00;177.70;476.00;657.80;102.75;1.76;55.00
pf_PedEnd.Main.E_end.N_sidewalk__Node.Main.0.N__seg1__0.3;2937.00;DEFAULT_PEDTYPE;1.13;607.00;36.00;115.28;607.00;2937.00;112.00;3544.00;0.10;607.00;771.05;115.28;1.57;36.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.5;3136.00;DEFAULT_PEDTYPE;0.97;409.00;65.00;117.72;409.00;3136.00;112.00;3545.00;177.70;409.00;391.66;117.72;1.34;65.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.24;3147.00;DEFAULT_PEDTYPE;1.01;400.00;87.00;120.36;400.00;3147.00;0.10;3547.00;0.10;400.00;391.66;120.36;1.40;87.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.460.N_end.E_sidewalk__seg1__0.2;3060.00;DEFAULT_PEDTYPE;0.98;487.00;79.00;132.24;487.00;3060.00;0.10;3547.00;0.10;487.00;481.25;132.24;1.36;79.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.460.N_end.E_sidewalk__seg1__0.4;3129.00;DEFAULT_PEDTYPE;1.12;418.00;40.00;102.70;418.00;3129.00;0.10;3547.00;0.10;418.00;490.86;102.70;1.56;40.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.0.S__seg1__0.14;3282.00;DEFAULT_PEDTYPE;1.17;267.00;0.00;26.27;267.00;3282.00;177.70;3549.00;112.00;267.00;391.66;26.27;1.63;0.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.460.N_end.W_sidewalk__seg1__0.0;2982.00;DEFAULT_PEDTYPE;0.88;567.00;0.00;57.93;567.00;2982.00;0.10;3549.00;177.70;567.00;624.46;57.93;1.23;0.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.2;3142.00;DEFAULT_PEDTYPE;0.93;408.00;42.00;82.40;408.00;3142.00;112.00;3550.00;0.10;408.00;419.40;82.40;1.29;42.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.400.S_end.W_sidewalk__seg1__0.0;3016.00;DEFAULT_PEDTYPE;1.07;534.00;84.00;130.66;534.00;3016.00;112.00;3550.00;0.10;534.00;596.67;130.66;1.48;84.00
pf_PedEnd.Minor.400.S_end.E_sidewalk__Node.Main.0.S__seg1__0.0;2990.00;DEFAULT_PEDTYPE;0.98;563.00;62.00;115.75;563.00;2990.00;180.90;3553.00;112.00;563.00;605.71;115.75;1.35;62.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.740.S__seg1__0.0;2918.00;DEFAULT_PEDTYPE;1.05;635.00;49.00;129.17;635.00;2918.00;177.70;3553.00;0.10;635.00;738.10;129.17;1.46;49.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.25;3181.00;DEFAULT_PEDTYPE;0.96;374.00;46.00;80.38;374.00;3181.00;0.10;3555.00;0.10;374.00;391.66;80.38;1.33;46.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.460.S_end.W_sidewalk__seg1__0.0;3098.00;DEFAULT_PEDTYPE;0.99;457.00;48.00;96.60;457.00;3098.00;112.00;3555.00;0.10;457.00;493.10;96.60;1.37;48.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__Node.Main.0.N__seg1__0.1;2904.00;DEFAULT_PEDTYPE;1.01;652.00;55.00;124.27;652.00;2904.00;177.70;3556.00;0.10;652.00;738.10;124.27;1.40;55.00
pf_PedEnd.Minor.460.S_end.W_sidewalk__Node.Main.740.S__seg1__0.4;3082.00;DEFAULT_PEDTYPE;1.04;474.00;95.00;145.99;474.00;3082.00;0.10;3556.00;0.10;474.00;475.16;145.99;1.45;95.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.740.N__seg1__0.2;2784.00;DEFAULT_PEDTYPE;0.96;773.00;137.00;203.65;773.00;2784.00;177.70;3557.00;112.00;773.00;756.45;203.65;1.33;137.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.400.N_end.W_sidewalk__seg1__0.2;3141.00;DEFAULT_PEDTYPE;1.09;416.00;0.00;43.78;416.00;3141.00;0.10;3557.00;180.90;416.00;561.07;43.78;1.51;0.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__PedEnd.Minor.400.S_end.E_sidewalk__seg1__0.0;3113.00;DEFAULT_PEDTYPE;1.20;444.00;67.00;111.94;444.00;3113.00;0.10;3557.00;180.90;444.00;553.11;111.94;1.67;67.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__PedEnd.Minor.280.S_end.W_sidewalk__seg1__0.0;3124.00;DEFAULT_PEDTYPE;0.94;433.00;24.00;67.93;433.00;3124.00;177.70;3557.00;0.10;433.00;476.26;67.93;1.30;24.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.26;3252.00;DEFAULT_PEDTYPE;1.04;306.00;1.00;48.37;306.00;3252.00;0.10;3558.00;112.00;306.00;372.92;48.37;1.45;1.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__PedEnd.Minor.340.S_end.E_sidewalk__seg1__0.2;2971.00;DEFAULT_PEDTYPE;0.88;587.00;53.00;107.43;587.00;2971.00;177.70;3558.00;180.90;587.00;589.20;107.43;1.23;53.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.23;3138.00;DEFAULT_PEDTYPE;0.95;420.00;88.00;122.66;420.00;3138.00;0.10;3558.00;0.10;420.00;391.66;122.66;1.32;88.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.6;3203.00;DEFAULT_PEDTYPE;0.89;357.00;0.00;41.40;357.00;3203.00;112.00;3560.00;177.70;357.00;391.66;41.40;1.24;0.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__PedEnd.Minor.340.N_end.E_sidewalk__seg1__0.0;2994.00;DEFAULT_PEDTYPE;0.89;566.00;32.00;89.27;566.00;2994.00;0.10;3560.00;0.10;566.00;591.47;89.27;1.24;32.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.740.N__seg1__0.3;2833.00;DEFAULT_PEDTYPE;0.93;728.00;75.00;142.49;728.00;2833.00;177.70;3561.00;112.00;728.00;756.45;142.49;1.29;75.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__Node.Main.740.N__seg1__0.3;3086.00;DEFAULT_PEDTYPE;0.98;476.00;24.00;78.12;476.00;3086.00;180.90;3562.00;112.00;476.00;541.67;78.12;1.36;24.00
pf_PedEnd.Main.E_end.S_sidewalk__Node.Main.0.S__seg1__0.4;2944.00;DEFAULT_PEDTYPE;1.04;618.00;22.00;86.14;618.00;2944.00;0.10;3562.00;112.00;618.00;771.05;86.14;1.45;22.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.280.N_end.W_sidewalk__seg1__0.1;3066.00;DEFAULT_PEDTYPE;0.94;496.00;97.00;141.29;496.00;3066.00;177.70;3562.00;180.90;496.00;461.12;141.29;1.30;97.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__Node.Main.740.N__seg1__0.1;3156.00;DEFAULT_PEDTYPE;0.94;407.00;1.00;43.95;407.00;3156.00;177.70;3563.00;112.00;407.00;471.77;43.95;1.30;1.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__Node.Main.740.N__seg1__0.2;3174.00;DEFAULT_PEDTYPE;1.01;389.00;1.00;51.35;389.00;3174.00;177.70;3563.00;112.00;389.00;471.77;51.35;1.40;1.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.23;3225.00;DEFAULT_PEDTYPE;0.89;338.00;0.00;35.90;338.00;3225.00;177.70;3563.00;0.10;338.00;373.31;35.90;1.24;0.00
pf_PedEnd.Minor.460.S_end.E_sidewalk__Node.Main.740.S__seg1__0.3;3080.00;DEFAULT_PEDTYPE;0.93;483.00;80.00;123.72;483.00;3080.00;180.90;3563.00;0.10;483.00;466.32;123.72;1.30;80.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.400.S_end.W_sidewalk__seg1__0.0;3019.00;DEFAULT_PEDTYPE;0.83;544.00;0.00;53.93;544.00;3019.00;177.70;3563.00;0.10;544.00;563.72;53.93;1.15;0.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.1;3013.00;DEFAULT_PEDTYPE;1.04;550.00;1.00;63.82;550.00;3013.00;177.70;3563.00;0.10;550.00;704.76;63.82;1.45;1.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__PedEnd.Minor.200.N_end.W_sidewalk__seg1__0.0;2954.00;DEFAULT_PEDTYPE;0.85;611.00;65.00;120.05;611.00;2954.00;180.90;3565.00;177.70;611.00;579.80;120.05;1.18;65.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.1;2828.00;DEFAULT_PEDTYPE;0.85;737.00;25.00;98.80;737.00;2828.00;112.00;3565.00;177.70;737.00;756.45;98.80;1.19;25.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.N_end.E_sidewalk__seg1__0.3;3293.00;DEFAULT_PEDTYPE;1.10;272.00;0.00;28.51;272.00;3293.00;112.00;3565.00;0.10;272.00;372.92;28.51;1.53;0.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.400.N_end.W_sidewalk__seg1__0.0;2906.00;DEFAULT_PEDTYPE;0.72;661.00;0.00;68.16;661.00;2906.00;0.10;3567.00;180.90;661.00;594.40;68.16;1.00;0.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.S__seg1__0.29;3257.00;DEFAULT_PEDTYPE;0.97;310.00;0.00;31.82;310.00;3257.00;177.70;3567.00;0.10;310.00;373.31;31.82;1.34;0.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.25;3265.00;DEFAULT_PEDTYPE;0.99;303.00;0.00;32.38;303.00;3265.00;177.70;3568.00;0.10;303.00;373.31;32.38;1.38;0.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.740.S__seg1__0.1;2993.00;DEFAULT_PEDTYPE;1.06;575.00;0.00;62.54;575.00;2993.00;0.10;3568.00;0.10;575.00;756.45;62.54;1.48;0.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.8;3212.00;DEFAULT_PEDTYPE;0.90;360.00;0.00;46.43;360.00;3212.00;112.00;3572.00;177.70;360.00;391.66;46.43;1.25;0.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.740.S__seg1__0.1;2987.00;DEFAULT_PEDTYPE;1.02;585.00;1.00;61.48;585.00;2987.00;177.70;3572.00;0.10;585.00;738.10;61.48;1.41;1.00
pf_PedEnd.Minor.280.N_end.E_sidewalk__Node.Main.0.N__seg1__0.5;3051.00;DEFAULT_PEDTYPE;0.87;522.00;84.00;127.09;522.00;3051.00;0.10;3573.00;0.10;522.00;475.16;127.09;1.20;84.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.0.N__seg1__0.2;2829.00;DEFAULT_PEDTYPE;0.88;745.00;55.00;123.97;745.00;2829.00;0.10;3574.00;0.10;745.00;756.45;123.97;1.22;55.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.25;3240.00;DEFAULT_PEDTYPE;0.96;335.00;1.00;41.93;335.00;3240.00;0.10;3575.00;0.10;335.00;391.66;41.93;1.34;1.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.25;3239.00;DEFAULT_PEDTYPE;0.89;337.00;1.00;34.87;337.00;3239.00;0.10;3576.00;112.00;337.00;372.92;34.87;1.23;1.00
pf_PedEnd.Main.W_end.N_sidewalk__Node.Main.740.N__seg1__0.1;2952.00;DEFAULT_PEDTYPE;1.06;624.00;21.00;99.28;624.00;2952.00;0.10;3576.00;112.00;624.00;771.05;99.28;1.47;21.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__PedEnd.Minor.340.S_end.W_sidewalk__seg1__0.1;3006.00;DEFAULT_PEDTYPE;1.00;570.00;62.00;120.41;570.00;3006.00;0.10;3576.00;0.10;570.00;626.18;120.41;1.39;62.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.0;3258.00;DEFAULT_PEDTYPE;1.25;324.00;0.00;31.96;324.00;3258.00;180.90;3582.00;177.70;324.00;508.72;31.96;1.74;0.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.200.S_end.E_sidewalk__seg1__0.1;2967.00;DEFAULT_PEDTYPE;0.97;615.00;4.00;79.68;615.00;2967.00;177.70;3582.00;177.70;615.00;723.50;79.68;1.35;4.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.0.S__seg1__0.1;2813.00;DEFAULT_PEDTYPE;0.84;770.00;59.00;134.88;770.00;2813.00;0.10;3583.00;112.00;770.00;737.71;134.88;1.16;59.00
pf_PedEnd.Minor.460.N_end.E_sidewalk__PedEnd.Minor.280.N_end.E_sidewalk__seg1__0.1;3161.00;DEFAULT_PEDTYPE;1.06;422.00;0.00;42.60;422.00;3161.00;0.10;3583.00;0.10;422.00;556.40;42.60;1.47;0.00
