id;depart;departLane;departPos;departSpeed;departDelay;arrival;arrivalLane;arrivalPos;arrivalSpeed;duration;routeLength;waitingTime;waitingCount;stopTime;timeLoss;rerouteNo;devices;vType;speedFactor;vaporized
vf_Node.Main.0.N__Node.Minor.200.S_end__seg0__0.0;1.00;Edge.Main.EB.0-120_3;5.10;16.93;0.92;30.00;Edge.Minor.S_arm.SB.200_2;177.70;16.89;29.00;391.41;0.00;0;0.00;4.35;1;tripinfo_vf_Node.Main.0.N__Node.Minor.200.S_end__seg0__0.0 routing_vf_Node.Main.0.N__Node.Minor.200.S_end__seg0__0.0 fcd_vf_Node.Main.0.N__Node.Minor.200.S_end__seg0__0.0;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.340.N_end__Node.Main.740.N__seg0__0.0;4.00;Edge.Minor.N_arm.SB.340_1;5.10;16.41;0.03;45.00;Edge.Main.EB.620-740_1;112.00;16.40;41.00;580.57;0.00;0;0.00;3.85;1;tripinfo_vf_Node.Minor.340.N_end__Node.Main.740.N__seg0__0.0 routing_vf_Node.Minor.340.N_end__Node.Main.740.N__seg0__0.0 fcd_vf_Node.Minor.340.N_end__Node.Main.740.N__seg0__0.0;DEFAULT_VEHTYPE;0.98;
vf_Node.Main.740.S__Node.Minor.400.S_end__seg0__0.0;7.00;Edge.Main.WB.740-620_1;5.10;15.90;0.42;46.00;Edge.Minor.S_arm.SB.400_1;180.90;14.86;39.00;520.58;0.00;0;0.00;5.31;1;tripinfo_vf_Node.Main.740.S__Node.Minor.400.S_end__seg0__0.0 routing_vf_Node.Main.740.S__Node.Minor.400.S_end__seg0__0.0 fcd_vf_Node.Main.740.S__Node.Minor.400.S_end__seg0__0.0;DEFAULT_VEHTYPE;0.95;
vf_Node.Minor.460.N_end__Node.Minor.540.S_end__seg0__0.0;8.00;Edge.Minor.N_arm.SB.460_1;5.10;19.48;0.53;47.00;Edge.Minor.S_arm.SB.540_2;177.70;19.20;39.00;453.08;1.00;1;0.00;13.88;1;tripinfo_vf_Node.Minor.460.N_end__Node.Minor.540.S_end__seg0__0.0 routing_vf_Node.Minor.460.N_end__Node.Minor.540.S_end__seg0__0.0 fcd_vf_Node.Minor.460.N_end__Node.Minor.540.S_end__seg0__0.0;DEFAULT_VEHTYPE;1.17;
vf_Node.Main.0.N__Node.Main.740.N__seg0__0.0;10.00;Edge.Main.EB.0-120_1;5.10;18.15;0.33;53.00;Edge.Main.EB.620-740_1;112.00;17.73;43.00;735.89;0.00;0;0.00;1.56;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__seg0__0.0 routing_vf_Node.Main.0.N__Node.Main.740.N__seg0__0.0 fcd_vf_Node.Main.0.N__Node.Main.740.N__seg0__0.0;DEFAULT_VEHTYPE;1.09;
vf_Node.Main.740.S__Node.Minor.540.S_end__seg0__0.0;29.00;Edge.Main.WB.740-620_1;5.10;19.91;0.59;54.00;Edge.Minor.S_arm.SB.540_1;177.70;19.13;25.00;373.44;0.00;0;0.00;5.13;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.S_end__seg0__0.0 routing_vf_Node.Main.740.S__Node.Minor.540.S_end__seg0__0.0 fcd_vf_Node.Main.740.S__Node.Minor.540.S_end__seg0__0.0;DEFAULT_VEHTYPE;1.19;
vf_Node.Main.740.S__Node.Main.0.S__seg0__0.0;5.00;Edge.Main.WB.740-620_1;5.10;15.41;0.32;55.00;Edge.Main.WB.120-0_1;112.00;15.37;50.00;735.89;0.00;0;0.00;2.20;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__seg0__0.0 routing_vf_Node.Main.740.S__Node.Main.0.S__seg0__0.0 fcd_vf_Node.Main.740.S__Node.Main.0.S__seg0__0.0;DEFAULT_VEHTYPE;0.92;
vf_Node.Main.0.N__Node.Minor.200.N_end__seg0__0.0;27.00;Edge.Main.EB.0-120_1;5.10;17.93;0.76;55.00;Edge.Minor.N_arm.NB.200_1;177.70;17.91;28.00;373.44;0.00;0;0.00;5.05;1;tripinfo_vf_Node.Main.0.N__Node.Minor.200.N_end__seg0__0.0 routing_vf_Node.Main.0.N__Node.Minor.200.N_end__seg0__0.0 fcd_vf_Node.Main.0.N__Node.Minor.200.N_end__seg0__0.0;DEFAULT_VEHTYPE;1.08;
vf_Node.Main.740.S__Node.Minor.340.S_end__seg0__0.0;18.00;Edge.Main.WB.740-620_1;5.10;18.95;0.67;57.00;Edge.Minor.S_arm.SB.340_1;180.90;18.04;39.00;580.58;0.00;0;0.00;6.65;1;tripinfo_vf_Node.Main.740.S__Node.Minor.340.S_end__seg0__0.0 routing_vf_Node.Main.740.S__Node.Minor.340.S_end__seg0__0.0 fcd_vf_Node.Main.740.S__Node.Minor.340.S_end__seg0__0.0;DEFAULT_VEHTYPE;1.14;
vf_Node.Minor.280.N_end__Node.Main.740.N__seg0__0.0;19.00;Edge.Minor.N_arm.SB.280_1;5.10;17.80;0.79;60.00;Edge.Main.EB.620-740_1;112.00;16.97;41.00;640.57;0.00;0;0.00;3.81;1;tripinfo_vf_Node.Minor.280.N_end__Node.Main.740.N__seg0__0.0 routing_vf_Node.Minor.280.N_end__Node.Main.740.N__seg0__0.0 fcd_vf_Node.Minor.280.N_end__Node.Main.740.N__seg0__0.0;DEFAULT_VEHTYPE;1.07;
vf_Node.Main.740.S__Node.Main.0.S__seg0__0.1;13.00;Edge.Main.WB.740-620_1;5.10;15.24;0.04;64.00;Edge.Main.WB.120-0_1;112.00;14.16;51.00;735.89;0.00;0;0.00;2.03;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__seg0__0.1 routing_vf_Node.Main.740.S__Node.Main.0.S__seg0__0.1 fcd_vf_Node.Main.740.S__Node.Main.0.S__seg0__0.1;DEFAULT_VEHTYPE;0.91;
vf_Node.Main.0.N__Node.Minor.280.N_end__seg0__0.0;31.00;Edge.Main.EB.0-120_1;5.10;16.75;0.25;65.00;Edge.Minor.N_arm.NB.280_1;180.90;16.63;34.00;460.58;0.00;0;0.00;4.67;1;tripinfo_vf_Node.Main.0.N__Node.Minor.280.N_end__seg0__0.0 routing_vf_Node.Main.0.N__Node.Minor.280.N_end__seg0__0.0 fcd_vf_Node.Main.0.N__Node.Minor.280.N_end__seg0__0.0;DEFAULT_VEHTYPE;1.00;
vf_Node.Main.0.N__Node.Minor.400.S_end__seg0__0.0;2.00;Edge.Main.EB.0-120_3;5.10;14.41;1.60;66.00;Edge.Minor.S_arm.SB.400_1;180.90;14.53;64.00;834.73;0.00;0;0.00;8.20;1;tripinfo_vf_Node.Main.0.N__Node.Minor.400.S_end__seg0__0.0 routing_vf_Node.Main.0.N__Node.Minor.400.S_end__seg0__0.0 fcd_vf_Node.Main.0.N__Node.Minor.400.S_end__seg0__0.0;DEFAULT_VEHTYPE;0.94;
vf_Node.Minor.280.S_end__Node.Main.0.S__seg0__0.0;31.00;Edge.Minor.S_arm.NB.280_1;5.10;17.34;0.61;66.00;Edge.Main.WB.120-0_1;112.00;16.13;35.00;457.07;0.00;0;0.00;7.41;1;tripinfo_vf_Node.Minor.280.S_end__Node.Main.0.S__seg0__0.0 routing_vf_Node.Minor.280.S_end__Node.Main.0.S__seg0__0.0 fcd_vf_Node.Minor.280.S_end__Node.Main.0.S__seg0__0.0;DEFAULT_VEHTYPE;1.04;
vf_Node.Main.740.S__Node.Minor.540.N_end__seg0__0.0;32.00;Edge.Main.WB.740-620_3;5.10;16.79;0.12;66.00;Edge.Minor.N_arm.NB.540_2;177.70;16.07;34.00;391.41;3.00;1;0.00;9.53;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.N_end__seg0__0.0 routing_vf_Node.Main.740.S__Node.Minor.540.N_end__seg0__0.0 fcd_vf_Node.Main.740.S__Node.Minor.540.N_end__seg0__0.0;DEFAULT_VEHTYPE;1.01;
vf_Node.Main.0.N__Node.Main.740.N__seg0__0.1;21.00;Edge.Main.EB.0-120_1;5.10;16.07;0.52;69.00;Edge.Main.EB.620-740_1;112.00;15.81;48.00;735.89;0.00;0;0.00;2.04;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__seg0__0.1 routing_vf_Node.Main.0.N__Node.Main.740.N__seg0__0.1 fcd_vf_Node.Main.0.N__Node.Main.740.N__seg0__0.1;DEFAULT_VEHTYPE;0.96;
vf_Node.Main.740.S__Node.Minor.540.N_end__seg0__0.1;41.00;Edge.Main.WB.740-620_3;5.10;18.76;0.65;73.00;Edge.Minor.N_arm.NB.540_2;177.70;18.21;32.00;391.41;1.00;1;0.00;9.61;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.N_end__seg0__0.1 routing_vf_Node.Main.740.S__Node.Minor.540.N_end__seg0__0.1 fcd_vf_Node.Main.740.S__Node.Minor.540.N_end__seg0__0.1;DEFAULT_VEHTYPE;1.13;
vf_Node.Main.740.S__Node.Minor.460.S_end__seg0__0.0;38.00;Edge.Main.WB.740-620_1;5.10;14.99;0.42;74.00;Edge.Minor.S_arm.SB.460_1;180.90;13.83;36.00;460.58;0.00;0;0.00;4.29;1;tripinfo_vf_Node.Main.740.S__Node.Minor.460.S_end__seg0__0.0 routing_vf_Node.Main.740.S__Node.Minor.460.S_end__seg0__0.0 fcd_vf_Node.Main.740.S__Node.Minor.460.S_end__seg0__0.0;DEFAULT_VEHTYPE;0.90;
vf_Node.Minor.340.S_end__Node.Minor.200.N_end__seg0__0.0;40.00;Edge.Minor.S_arm.NB.340_1;5.10;17.85;0.00;75.00;Edge.Minor.N_arm.NB.200_2;177.70;17.48;35.00;516.58;0.00;0;0.00;4.10;1;tripinfo_vf_Node.Minor.340.S_end__Node.Minor.200.N_end__seg0__0.0 routing_vf_Node.Minor.340.S_end__Node.Minor.200.N_end__seg0__0.0 fcd_vf_Node.Minor.340.S_end__Node.Minor.200.N_end__seg0__0.0;DEFAULT_VEHTYPE;1.07;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.1;15.00;Edge.Minor.S_arm.NB.540_1;5.10;16.93;0.66;94.00;Edge.Minor.N_arm.NB.540_2;177.70;16.49;79.00;395.01;49.00;1;0.00;55.60;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.1 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.1 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.1;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.1;18.00;Edge.Minor.S_arm.NB.200_2;5.10;18.40;0.82;94.00;Edge.Minor.N_arm.NB.200_1;177.70;17.57;76.00;395.01;44.00;1;0.00;53.85;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.1 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.1 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.1;DEFAULT_VEHTYPE;1.10;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.1;6.00;Edge.Minor.N_arm.SB.540_2;5.10;17.40;0.48;95.00;Edge.Minor.S_arm.SB.540_2;177.70;16.26;89.00;395.01;58.00;1;0.00;65.76;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.1 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.1 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.1;DEFAULT_VEHTYPE;1.04;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.0;7.00;Edge.Minor.S_arm.NB.540_1;5.10;17.09;0.37;95.00;Edge.Minor.N_arm.NB.540_1;177.70;17.01;88.00;395.01;55.00;1;0.00;63.98;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.0 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.0 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.0;DEFAULT_VEHTYPE;1.03;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.2;44.00;Edge.Minor.S_arm.NB.200_2;5.10;20.20;0.17;95.00;Edge.Minor.N_arm.NB.200_2;177.70;19.20;51.00;395.01;23.00;1;0.00;31.26;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.2 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.2 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.2;DEFAULT_VEHTYPE;1.21;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.0;1.00;Edge.Minor.N_arm.SB.200_1;5.10;15.33;0.16;96.00;Edge.Minor.S_arm.SB.200_1;177.70;14.64;95.00;395.01;62.00;1;0.00;68.58;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.0 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.0 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.0;DEFAULT_VEHTYPE;0.92;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.0;10.00;Edge.Minor.S_arm.NB.200_1;5.10;16.21;0.02;96.00;Edge.Minor.N_arm.NB.200_1;177.70;15.12;86.00;395.01;53.00;1;0.00;60.84;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.0 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.0 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.0;DEFAULT_VEHTYPE;0.97;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.3;11.00;Edge.Minor.N_arm.SB.540_2;5.10;19.91;0.71;96.00;Edge.Minor.S_arm.SB.540_2;177.70;18.74;85.00;395.01;54.00;1;0.00;65.13;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.3 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.3 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.3;DEFAULT_VEHTYPE;1.19;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.3;21.00;Edge.Minor.S_arm.NB.540_2;5.10;17.08;0.03;96.00;Edge.Minor.N_arm.NB.540_2;177.70;16.52;75.00;395.01;44.00;1;0.00;51.86;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.3 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.3 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.3;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.0;5.00;Edge.Minor.N_arm.SB.540_1;5.10;14.34;0.14;97.00;Edge.Minor.S_arm.SB.540_1;177.70;13.57;92.00;395.01;57.00;1;0.00;63.51;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.0 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.0 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.0;DEFAULT_VEHTYPE;0.86;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.4;57.00;Edge.Minor.S_arm.NB.200_2;5.10;19.40;0.97;97.00;Edge.Minor.N_arm.NB.200_2;177.70;18.81;40.00;395.01;12.00;1;0.00;19.31;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.4 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.4 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.4;DEFAULT_VEHTYPE;1.16;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.1;8.00;Edge.Minor.N_arm.SB.200_1;5.10;12.83;0.51;98.00;Edge.Minor.S_arm.SB.200_1;177.70;12.31;90.00;395.01;52.00;1;0.00;58.98;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.1 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.1 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.1;DEFAULT_VEHTYPE;0.77;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.2;8.00;Edge.Minor.N_arm.SB.540_1;5.10;15.58;0.82;98.00;Edge.Minor.S_arm.SB.540_1;177.70;14.42;90.00;395.01;55.00;1;0.00;64.38;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.2 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.2 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.2;DEFAULT_VEHTYPE;0.93;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.6;17.00;Edge.Minor.N_arm.SB.540_2;5.10;17.81;0.37;98.00;Edge.Minor.S_arm.SB.540_2;177.70;16.81;81.00;395.01;50.00;1;0.00;58.51;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.6 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.6 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.6;DEFAULT_VEHTYPE;1.07;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.4;39.00;Edge.Minor.S_arm.NB.540_2;5.10;18.85;0.94;98.00;Edge.Minor.N_arm.NB.540_2;177.70;18.07;59.00;395.01;28.00;1;0.00;37.61;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.4 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.4 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.4;DEFAULT_VEHTYPE;1.13;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.2;46.00;Edge.Minor.N_arm.SB.200_2;5.10;16.13;0.88;98.00;Edge.Minor.S_arm.SB.200_2;177.70;14.88;52.00;395.01;20.00;1;0.00;27.12;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.2 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.2 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.2;DEFAULT_VEHTYPE;0.97;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.5;66.00;Edge.Minor.S_arm.NB.200_2;5.10;19.84;0.61;99.00;Edge.Minor.N_arm.NB.200_2;177.70;19.62;33.00;395.01;2.00;1;0.00;12.40;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.5 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.5 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.5;DEFAULT_VEHTYPE;1.19;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.4;14.00;Edge.Minor.N_arm.SB.540_1;5.10;17.54;0.20;100.00;Edge.Minor.S_arm.SB.540_1;177.70;16.61;86.00;395.01;52.00;1;0.00;62.77;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.4 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.4 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.4;DEFAULT_VEHTYPE;1.05;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.5;45.00;Edge.Minor.S_arm.NB.540_2;5.10;16.99;0.99;100.00;Edge.Minor.N_arm.NB.540_2;177.70;16.69;55.00;395.01;23.00;1;0.00;31.51;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.5 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.5 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.5;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.3;49.00;Edge.Minor.N_arm.SB.200_1;5.10;15.39;0.07;100.00;Edge.Minor.S_arm.SB.200_1;177.70;15.08;51.00;395.01;17.00;1;0.00;24.60;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.3 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.3 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.3;DEFAULT_VEHTYPE;0.92;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.4;63.00;Edge.Minor.N_arm.SB.200_2;5.10;17.89;0.66;100.00;Edge.Minor.S_arm.SB.200_2;177.70;17.69;37.00;395.01;4.00;1;0.00;14.01;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.4 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.4 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.4;DEFAULT_VEHTYPE;1.07;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.8;20.00;Edge.Minor.N_arm.SB.540_2;5.10;16.19;0.46;101.00;Edge.Minor.S_arm.SB.540_2;177.70;16.03;81.00;395.01;46.00;1;0.00;55.68;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.8 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.8 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.8;DEFAULT_VEHTYPE;0.97;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.2;21.00;Edge.Minor.S_arm.NB.540_1;5.10;14.85;0.04;101.00;Edge.Minor.N_arm.NB.540_1;177.70;14.63;80.00;395.01;45.00;1;0.00;53.16;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.2 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.2 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.2;DEFAULT_VEHTYPE;0.89;
vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.0;37.00;Edge.Minor.S_arm.NB.200_1;5.10;12.82;0.77;101.00;Edge.Main.WB.120-0_1;112.00;11.82;64.00;373.13;24.00;1;0.00;32.82;1;tripinfo_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.0 routing_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.0 fcd_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.0;DEFAULT_VEHTYPE;0.77;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.5;65.00;Edge.Minor.N_arm.SB.200_1;5.10;17.94;0.83;101.00;Edge.Minor.S_arm.SB.200_1;177.70;16.95;36.00;395.01;4.00;1;0.00;13.84;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.5 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.5 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.5;DEFAULT_VEHTYPE;1.08;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.6;68.00;Edge.Minor.N_arm.SB.200_2;5.10;18.19;0.06;101.00;Edge.Minor.S_arm.SB.200_2;177.70;17.07;33.00;395.01;1.00;1;0.00;11.08;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.6 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.6 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.6;DEFAULT_VEHTYPE;1.09;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.5;17.00;Edge.Minor.N_arm.SB.540_1;5.10;15.96;0.99;102.00;Edge.Minor.S_arm.SB.540_1;177.70;15.62;85.00;395.01;49.00;1;0.00;59.32;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.5 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.5 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.5;DEFAULT_VEHTYPE;0.96;
vf_Node.Main.0.N__Node.Minor.280.S_end__seg0__0.0;27.00;Edge.Main.EB.0-120_3;5.10;15.09;0.82;102.00;Edge.Minor.S_arm.SB.280_1;177.70;14.16;75.00;954.18;0.00;0;0.00;9.43;1;tripinfo_vf_Node.Main.0.N__Node.Minor.280.S_end__seg0__0.0 routing_vf_Node.Main.0.N__Node.Minor.280.S_end__seg0__0.0 fcd_vf_Node.Main.0.N__Node.Minor.280.S_end__seg0__0.0;DEFAULT_VEHTYPE;0.91;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.3;48.00;Edge.Minor.S_arm.NB.200_1;5.10;14.46;0.19;102.00;Edge.Minor.N_arm.NB.200_1;177.70;13.50;54.00;395.01;17.00;1;0.00;26.14;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.3 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.3 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.3;DEFAULT_VEHTYPE;0.87;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.6;72.00;Edge.Minor.S_arm.NB.200_1;5.10;16.17;0.07;102.00;Edge.Minor.N_arm.NB.200_2;177.70;15.75;30.00;395.01;0.00;0;0.00;5.44;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.6 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.6 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.6;DEFAULT_VEHTYPE;0.97;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.7;58.00;Edge.Minor.S_arm.NB.540_1;5.10;16.53;0.87;103.00;Edge.Minor.N_arm.NB.540_2;177.70;15.92;45.00;395.01;11.00;1;0.00;20.24;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.7 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.7 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.7;DEFAULT_VEHTYPE;0.99;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.9;22.00;Edge.Minor.N_arm.SB.540_1;5.10;14.91;0.08;104.00;Edge.Minor.S_arm.SB.540_2;177.70;13.63;82.00;395.01;46.00;1;0.00;54.72;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.9 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.9 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.9;DEFAULT_VEHTYPE;0.89;
vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.1;56.00;Edge.Minor.S_arm.NB.200_1;5.10;14.52;0.09;104.00;Edge.Main.WB.120-0_1;112.00;14.42;48.00;373.13;10.00;1;0.00;20.47;1;tripinfo_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.1 routing_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.1 fcd_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.1;DEFAULT_VEHTYPE;0.87;
