id;depart;departLane;departPos;departSpeed;departDelay;arrival;arrivalLane;arrivalPos;arrivalSpeed;duration;routeLength;waitingTime;waitingCount;stopTime;timeLoss;rerouteNo;devices;vType;speedFactor;vaporized
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.55;380.00;Edge.Minor.N_arm.SB.200_2;5.10;14.24;0.99;489.00;Edge.Minor.S_arm.SB.200_2;177.70;13.19;109.00;395.01;73.00;1;0.00;80.60;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.55 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.55 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.55;DEFAULT_VEHTYPE;0.85;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.52;391.00;Edge.Minor.S_arm.NB.200_2;5.10;17.75;0.25;489.00;Edge.Minor.N_arm.NB.200_2;177.70;16.73;98.00;395.01;67.00;1;0.00;75.08;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.52 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.52 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.52;DEFAULT_VEHTYPE;1.06;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.49;362.00;Edge.Minor.S_arm.NB.200_1;5.10;13.31;1.63;490.00;Edge.Minor.N_arm.NB.200_1;177.70;12.71;128.00;395.01;90.00;1;0.00;98.13;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.49 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.49 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.49;DEFAULT_VEHTYPE;0.80;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.55;404.00;Edge.Minor.S_arm.NB.540_2;5.10;15.53;0.51;490.00;Edge.Minor.N_arm.NB.540_2;177.70;14.53;86.00;395.01;52.00;1;0.00;60.00;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.55 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.55 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.55;DEFAULT_VEHTYPE;0.93;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.53;414.00;Edge.Minor.S_arm.NB.200_2;5.10;20.73;0.17;490.00;Edge.Minor.N_arm.NB.200_2;177.70;18.52;76.00;395.01;46.00;1;0.00;56.82;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.53 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.53 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.53;DEFAULT_VEHTYPE;1.24;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.63;390.00;Edge.Minor.N_arm.SB.540_2;5.10;15.94;0.00;491.00;Edge.Minor.S_arm.SB.540_2;177.70;15.89;101.00;395.01;67.00;1;0.00;75.47;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.63 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.63 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.63;DEFAULT_VEHTYPE;0.96;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.57;392.00;Edge.Minor.N_arm.SB.200_2;5.10;14.25;0.71;491.00;Edge.Minor.S_arm.SB.200_2;177.70;14.02;99.00;395.01;63.00;1;0.00;70.41;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.57 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.57 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.57;DEFAULT_VEHTYPE;0.85;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.56;414.00;Edge.Minor.S_arm.NB.540_2;5.10;17.43;0.82;491.00;Edge.Minor.N_arm.NB.540_2;177.70;16.82;77.00;395.01;44.00;1;0.00;54.26;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.56 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.56 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.56;DEFAULT_VEHTYPE;1.05;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.51;369.00;Edge.Minor.S_arm.NB.200_1;5.10;19.60;0.70;492.00;Edge.Minor.N_arm.NB.200_1;177.70;16.79;123.00;395.01;88.00;1;0.00;102.19;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.51 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.51 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.51;DEFAULT_VEHTYPE;1.18;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.62;381.00;Edge.Minor.N_arm.SB.540_1;5.10;15.12;0.58;492.00;Edge.Minor.S_arm.SB.540_1;177.70;14.82;111.00;395.01;76.00;1;0.00;84.00;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.62 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.62 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.62;DEFAULT_VEHTYPE;0.91;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.60;398.00;Edge.Minor.N_arm.SB.200_1;5.10;14.30;1.16;492.00;Edge.Minor.S_arm.SB.200_2;177.70;15.90;94.00;395.01;58.00;1;0.00;70.01;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.60 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.60 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.60;DEFAULT_VEHTYPE;1.00;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.65;408.00;Edge.Minor.N_arm.SB.540_2;5.10;19.56;0.98;492.00;Edge.Minor.S_arm.SB.540_2;177.70;18.16;84.00;395.01;53.00;1;0.00;63.56;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.65 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.65 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.65;DEFAULT_VEHTYPE;1.17;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.54;416.00;Edge.Minor.S_arm.NB.200_1;5.10;14.73;0.76;492.00;Edge.Minor.N_arm.NB.200_2;177.70;16.08;76.00;395.01;44.00;1;0.00;51.93;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.54 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.54 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.54;DEFAULT_VEHTYPE;0.99;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.64;392.00;Edge.Minor.N_arm.SB.540_1;5.10;18.09;0.55;493.00;Edge.Minor.S_arm.SB.540_1;177.70;16.57;101.00;395.01;68.00;1;0.00;78.92;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.64 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.64 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.64;DEFAULT_VEHTYPE;1.09;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.57;420.00;Edge.Minor.S_arm.NB.540_1;5.10;15.42;0.73;493.00;Edge.Minor.N_arm.NB.540_2;177.70;14.34;73.00;395.01;38.00;1;0.00;47.26;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.57 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.57 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.57;DEFAULT_VEHTYPE;0.93;
vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.9;373.00;Edge.Minor.S_arm.NB.200_1;5.10;14.32;0.20;494.00;Edge.Main.WB.120-0_1;112.00;13.87;121.00;373.13;82.00;1;0.00;93.56;1;tripinfo_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.9 routing_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.9 fcd_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.9;DEFAULT_VEHTYPE;0.86;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.56;390.00;Edge.Minor.N_arm.SB.200_1;5.10;12.54;0.77;494.00;Edge.Minor.S_arm.SB.200_1;177.70;11.60;104.00;395.01;63.00;1;0.00;72.33;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.56 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.56 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.56;DEFAULT_VEHTYPE;0.75;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.62;403.00;Edge.Minor.N_arm.SB.200_2;5.10;17.21;0.01;494.00;Edge.Minor.S_arm.SB.200_2;177.70;15.98;91.00;395.01;56.00;1;0.00;67.33;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.62 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.62 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.62;DEFAULT_VEHTYPE;1.03;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.67;416.00;Edge.Minor.N_arm.SB.540_2;5.10;17.39;0.09;494.00;Edge.Minor.S_arm.SB.540_2;177.70;17.20;78.00;395.01;46.00;1;0.00;54.71;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.67 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.67 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.67;DEFAULT_VEHTYPE;1.04;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.56;425.00;Edge.Minor.S_arm.NB.200_2;5.10;16.92;0.39;494.00;Edge.Minor.N_arm.NB.200_2;177.70;16.15;69.00;395.01;36.00;1;0.00;45.14;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.56 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.56 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.56;DEFAULT_VEHTYPE;1.01;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.69;424.00;Edge.Minor.N_arm.SB.540_2;5.10;20.25;0.67;495.00;Edge.Minor.S_arm.SB.540_2;177.70;17.80;71.00;395.01;40.00;1;0.00;51.43;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.69 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.69 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.69;DEFAULT_VEHTYPE;1.21;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.58;449.00;Edge.Minor.S_arm.NB.540_2;5.10;17.79;0.90;495.00;Edge.Minor.N_arm.NB.540_2;177.70;16.85;46.00;395.01;12.00;1;0.00;23.25;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.58 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.58 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.58;DEFAULT_VEHTYPE;1.07;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.58;395.00;Edge.Minor.N_arm.SB.200_1;5.10;18.79;0.35;496.00;Edge.Minor.S_arm.SB.200_1;177.70;16.26;101.00;395.01;62.00;1;0.00;79.30;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.58 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.58 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.58;DEFAULT_VEHTYPE;1.13;
vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.10;395.00;Edge.Minor.S_arm.NB.200_1;5.10;16.24;0.19;496.00;Edge.Main.WB.120-0_1;112.00;16.00;101.00;373.13;63.00;1;0.00;76.40;1;tripinfo_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.10 routing_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.10 fcd_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.10;DEFAULT_VEHTYPE;0.97;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.57;432.00;Edge.Minor.S_arm.NB.200_2;5.10;17.89;0.84;496.00;Edge.Minor.N_arm.NB.200_2;177.70;16.98;64.00;395.01;31.00;1;0.00;41.06;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.57 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.57 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.57;DEFAULT_VEHTYPE;1.07;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.59;397.00;Edge.Minor.N_arm.SB.200_1;5.10;16.90;0.82;497.00;Edge.Minor.S_arm.SB.200_1;177.70;15.25;100.00;395.01;61.00;1;0.00;76.51;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.59 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.59 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.59;DEFAULT_VEHTYPE;1.01;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.63;410.00;Edge.Minor.N_arm.SB.200_1;5.10;14.09;0.65;497.00;Edge.Minor.S_arm.SB.200_2;177.70;13.35;87.00;395.01;48.00;1;0.00;58.48;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.63 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.63 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.63;DEFAULT_VEHTYPE;0.85;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.58;432.00;Edge.Minor.S_arm.NB.200_1;5.10;17.07;0.72;497.00;Edge.Minor.N_arm.NB.200_2;177.70;15.88;65.00;395.01;30.00;1;0.00;41.69;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.58 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.58 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.58;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.61;452.00;Edge.Minor.S_arm.NB.540_2;5.10;16.81;0.49;497.00;Edge.Minor.N_arm.NB.540_2;177.70;15.86;45.00;395.01;10.00;1;0.00;20.77;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.61 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.61 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.61;DEFAULT_VEHTYPE;1.01;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.61;401.00;Edge.Minor.N_arm.SB.200_1;5.10;16.94;0.21;499.00;Edge.Minor.S_arm.SB.200_1;177.70;16.81;98.00;395.01;60.00;1;0.00;74.09;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.61 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.61 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.61;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.66;410.00;Edge.Minor.N_arm.SB.540_1;5.10;12.69;0.63;499.00;Edge.Minor.S_arm.SB.540_1;177.70;12.45;89.00;395.01;49.00;1;0.00;57.19;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.66 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.66 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.66;DEFAULT_VEHTYPE;0.76;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.64;415.00;Edge.Minor.N_arm.SB.200_2;5.10;16.03;0.21;499.00;Edge.Minor.S_arm.SB.200_2;177.70;14.74;84.00;395.01;46.00;1;0.00;58.57;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.64 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.64 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.64;DEFAULT_VEHTYPE;0.96;
vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.11;415.00;Edge.Minor.S_arm.NB.200_1;5.10;16.74;0.06;499.00;Edge.Main.WB.120-0_1;112.00;16.74;84.00;373.13;46.00;1;0.00;59.87;1;tripinfo_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.11 routing_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.11 fcd_vf_Node.Minor.200.S_end__Node.Main.0.S__seg0__0.11;DEFAULT_VEHTYPE;1.00;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.71;428.00;Edge.Minor.N_arm.SB.540_1;5.10;15.43;0.94;499.00;Edge.Minor.S_arm.SB.540_2;177.70;14.72;71.00;395.01;35.00;1;0.00;45.01;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.71 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.71 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.71;DEFAULT_VEHTYPE;0.93;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.60;451.00;Edge.Minor.S_arm.NB.540_1;5.10;15.42;0.95;499.00;Edge.Minor.N_arm.NB.540_2;177.70;14.39;48.00;395.01;9.00;1;0.00;22.07;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.60 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.60 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.60;DEFAULT_VEHTYPE;0.93;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.68;418.00;Edge.Minor.N_arm.SB.540_1;5.10;15.86;0.11;500.00;Edge.Minor.S_arm.SB.540_1;177.70;14.92;82.00;395.01;44.00;1;0.00;57.00;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.68 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.68 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.68;DEFAULT_VEHTYPE;0.95;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.66;423.00;Edge.Minor.N_arm.SB.200_2;5.10;16.64;0.19;500.00;Edge.Minor.S_arm.SB.200_2;177.70;15.63;77.00;395.01;41.00;1;0.00;53.08;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.66 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.66 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.66;DEFAULT_VEHTYPE;1.00;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.55;423.00;Edge.Minor.S_arm.NB.200_1;5.10;17.59;0.87;501.00;Edge.Minor.N_arm.NB.200_1;177.70;17.26;78.00;395.01;41.00;1;0.00;54.66;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.55 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.55 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.55;DEFAULT_VEHTYPE;1.06;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.72;434.00;Edge.Minor.N_arm.SB.540_2;5.10;17.86;0.97;501.00;Edge.Minor.S_arm.SB.540_2;177.70;16.97;67.00;395.01;31.00;1;0.00;44.10;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.72 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.72 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.72;DEFAULT_VEHTYPE;1.07;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.60;439.00;Edge.Minor.S_arm.NB.200_1;5.10;14.07;0.99;501.00;Edge.Minor.N_arm.NB.200_2;177.70;13.89;62.00;395.01;25.00;1;0.00;33.71;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.60 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.60 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.60;DEFAULT_VEHTYPE;0.84;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.63;473.00;Edge.Minor.S_arm.NB.540_2;5.10;17.52;0.70;501.00;Edge.Minor.N_arm.NB.540_2;177.70;17.44;28.00;395.01;0.00;0;0.00;4.68;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.63 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.63 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.63;DEFAULT_VEHTYPE;1.05;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.65;420.00;Edge.Minor.N_arm.SB.200_1;5.10;12.05;0.19;502.00;Edge.Minor.S_arm.SB.200_1;177.70;11.73;82.00;395.01;40.00;1;0.00;48.94;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.65 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.65 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.65;DEFAULT_VEHTYPE;0.72;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.70;427.00;Edge.Minor.N_arm.SB.540_1;5.10;19.43;0.21;502.00;Edge.Minor.S_arm.SB.540_1;177.70;16.77;75.00;395.01;38.00;1;0.00;54.24;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.70 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.70 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.70;DEFAULT_VEHTYPE;1.17;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.74;438.00;Edge.Minor.N_arm.SB.540_2;5.10;18.76;0.99;502.00;Edge.Minor.S_arm.SB.540_2;177.70;17.62;64.00;395.01;28.00;1;0.00;42.69;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.74 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.74 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.74;DEFAULT_VEHTYPE;1.13;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.67;449.00;Edge.Minor.N_arm.SB.200_2;5.10;18.93;0.48;502.00;Edge.Minor.S_arm.SB.200_2;177.70;18.72;53.00;395.01;17.00;1;0.00;31.40;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.67 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.67 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.67;DEFAULT_VEHTYPE;1.14;
vf_Node.Minor.540.N_end__Node.Main.740.N__seg0__0.12;441.00;Edge.Minor.N_arm.SB.540_1;5.10;18.14;0.69;503.00;Edge.Main.EB.620-740_1;112.00;17.31;62.00;373.13;26.00;1;0.00;40.28;1;tripinfo_vf_Node.Minor.540.N_end__Node.Main.740.N__seg0__0.12 routing_vf_Node.Minor.540.N_end__Node.Main.740.N__seg0__0.12 fcd_vf_Node.Minor.540.N_end__Node.Main.740.N__seg0__0.12;DEFAULT_VEHTYPE;1.09;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.61;452.00;Edge.Minor.S_arm.NB.200_2;5.10;16.19;0.66;503.00;Edge.Minor.N_arm.NB.200_2;177.70;15.51;51.00;395.01;15.00;1;0.00;25.95;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.61 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.61 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg0__0.61;DEFAULT_VEHTYPE;0.97;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.69;460.00;Edge.Minor.N_arm.SB.200_2;5.10;17.33;0.26;503.00;Edge.Minor.S_arm.SB.200_2;177.70;16.33;43.00;395.01;6.00;1;0.00;20.15;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.69 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.69 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg0__0.69;DEFAULT_VEHTYPE;1.04;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.62;464.00;Edge.Minor.S_arm.NB.540_1;5.10;15.56;0.61;503.00;Edge.Minor.N_arm.NB.540_2;177.70;15.55;39.00;395.01;1.00;1;0.00;13.46;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.62 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.62 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg0__0.62;DEFAULT_VEHTYPE;0.93;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.73;436.00;Edge.Minor.N_arm.SB.540_1;5.10;16.36;0.40;504.00;Edge.Minor.S_arm.SB.540_1;177.70;16.35;68.00;395.01;29.00;1;0.00;43.04;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.73 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.73 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.73;DEFAULT_VEHTYPE;0.98;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.75;459.00;Edge.Minor.N_arm.SB.540_2;5.10;16.94;0.81;504.00;Edge.Minor.S_arm.SB.540_2;177.70;15.85;45.00;395.01;8.00;1;0.00;21.16;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.75 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.75 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg0__0.75;DEFAULT_VEHTYPE;1.02;
