id;depart;departLane;departPos;departSpeed;departDelay;arrival;arrivalLane;arrivalPos;arrivalSpeed;duration;routeLength;waitingTime;waitingCount;stopTime;timeLoss;rerouteNo;devices;vType;speedFactor;vaporized
vf_Node.Main.740.S__Node.Main.0.S__0.7;53.00;Edge.Main.WB.740-620_1;5.10;19.43;0.06;163.00;Edge.Main.WB.120-0_1;112.00;19.42;110.00;735.89;64.00;1;0.00;71.95;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.7 routing_vf_Node.Main.740.S__Node.Main.0.S__0.7 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.7;DEFAULT_VEHTYPE;1.17;
vf_Node.Main.740.S__Node.Minor.460.S_end__0.1;96.00;Edge.Main.WB.740-620_1;5.10;14.37;0.45;163.00;Edge.Minor.S_arm.SB.460_1;180.90;13.21;67.00;460.58;23.00;1;0.00;33.51;1;tripinfo_vf_Node.Main.740.S__Node.Minor.460.S_end__0.1 routing_vf_Node.Main.740.S__Node.Minor.460.S_end__0.1 fcd_vf_Node.Main.740.S__Node.Minor.460.S_end__0.1;DEFAULT_VEHTYPE;0.86;
vf_Node.Main.0.N__Node.Minor.280.N_end__0.1;93.00;Edge.Main.EB.0-120_1;5.10;18.10;0.74;164.00;Edge.Minor.N_arm.NB.280_1;180.90;17.85;71.00;460.58;28.00;1;0.00;44.04;1;tripinfo_vf_Node.Main.0.N__Node.Minor.280.N_end__0.1 routing_vf_Node.Main.0.N__Node.Minor.280.N_end__0.1 fcd_vf_Node.Main.0.N__Node.Minor.280.N_end__0.1;DEFAULT_VEHTYPE;1.09;
vf_Node.Main.0.N__Node.Minor.280.N_end__0.2;110.00;Edge.Main.EB.0-120_1;5.10;18.69;0.15;165.00;Edge.Minor.N_arm.NB.280_1;180.90;17.39;55.00;460.58;12.00;1;0.00;29.39;1;tripinfo_vf_Node.Main.0.N__Node.Minor.280.N_end__0.2 routing_vf_Node.Main.0.N__Node.Minor.280.N_end__0.2 fcd_vf_Node.Main.0.N__Node.Minor.280.N_end__0.2;DEFAULT_VEHTYPE;1.12;
vf_Node.Main.0.N__Node.Main.740.N__0.8;69.00;Edge.Main.EB.0-120_2;5.10;18.46;0.28;166.00;Edge.Main.EB.620-740_3;112.00;17.26;97.00;735.89;46.00;1;0.00;56.52;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.8 routing_vf_Node.Main.0.N__Node.Main.740.N__0.8 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.8;DEFAULT_VEHTYPE;1.11;
vf_Node.Main.740.S__Node.Main.0.S__0.8;76.00;Edge.Main.WB.740-620_1;5.10;17.95;0.14;167.00;Edge.Main.WB.120-0_1;112.00;17.87;91.00;735.89;39.00;1;0.00;49.12;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.8 routing_vf_Node.Main.740.S__Node.Main.0.S__0.8 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.8;DEFAULT_VEHTYPE;1.08;
vf_Node.Main.740.S__Node.Main.0.S__0.13;102.00;Edge.Main.WB.740-620_3;5.10;18.09;0.02;167.00;Edge.Main.WB.120-0_3;112.00;18.03;65.00;735.89;16.00;1;0.00;24.06;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.13 routing_vf_Node.Main.740.S__Node.Main.0.S__0.13 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.13;DEFAULT_VEHTYPE;1.09;
vf_Node.Main.0.N__Node.Main.740.N__0.5;53.00;Edge.Main.EB.0-120_1;5.10;16.99;0.78;168.00;Edge.Main.EB.620-740_1;112.00;16.71;115.00;735.89;62.00;1;0.00;70.98;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.5 routing_vf_Node.Main.0.N__Node.Main.740.N__0.5 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.5;DEFAULT_VEHTYPE;1.02;
vf_Node.Main.0.N__Node.Main.740.N__0.9;78.00;Edge.Main.EB.0-120_2;5.10;19.38;0.71;169.00;Edge.Main.EB.620-740_2;112.00;19.02;91.00;735.89;41.00;1;0.00;52.35;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.9 routing_vf_Node.Main.0.N__Node.Main.740.N__0.9 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.9;DEFAULT_VEHTYPE;1.16;
vf_Node.Main.0.N__Node.Main.740.N__0.10;78.00;Edge.Main.EB.0-120_1;5.10;16.02;0.52;169.00;Edge.Main.EB.620-740_3;112.00;16.89;91.00;735.89;38.00;1;0.00;48.26;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.10 routing_vf_Node.Main.0.N__Node.Main.740.N__0.10 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.10;DEFAULT_VEHTYPE;1.05;
vf_Node.Main.0.N__Node.Main.740.N__0.6;58.00;Edge.Main.EB.0-120_1;5.10;15.77;0.03;170.00;Edge.Main.EB.620-740_1;112.00;15.30;112.00;735.89;57.00;1;0.00;64.93;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.6 routing_vf_Node.Main.0.N__Node.Main.740.N__0.6 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.6;DEFAULT_VEHTYPE;0.95;
vf_Node.Main.0.N__Node.Main.740.N__0.13;95.00;Edge.Main.EB.0-120_2;5.10;18.98;0.56;170.00;Edge.Main.EB.620-740_3;112.00;18.39;75.00;735.89;24.00;1;0.00;36.16;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.13 routing_vf_Node.Main.0.N__Node.Main.740.N__0.13 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.13;DEFAULT_VEHTYPE;1.14;
vf_Node.Main.0.N__Node.Main.740.N__0.11;84.00;Edge.Main.EB.0-120_2;5.10;17.83;0.66;171.00;Edge.Main.EB.620-740_2;112.00;16.54;87.00;735.89;35.00;1;0.00;45.68;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.11 routing_vf_Node.Main.0.N__Node.Main.740.N__0.11 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.11;DEFAULT_VEHTYPE;1.07;
vf_Node.Main.740.S__Node.Main.0.S__0.9;88.00;Edge.Main.WB.740-620_1;5.10;15.87;0.39;172.00;Edge.Main.WB.120-0_1;112.00;15.27;84.00;735.89;28.00;1;0.00;36.91;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.9 routing_vf_Node.Main.740.S__Node.Main.0.S__0.9 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.9;DEFAULT_VEHTYPE;0.95;
vf_Node.Main.740.S__Node.Minor.400.S_end__0.1;125.00;Edge.Main.WB.740-620_1;5.10;17.15;0.05;172.00;Edge.Minor.S_arm.SB.400_1;180.90;16.10;47.00;520.58;0.00;0;0.00;14.80;1;tripinfo_vf_Node.Main.740.S__Node.Minor.400.S_end__0.1 routing_vf_Node.Main.740.S__Node.Minor.400.S_end__0.1 fcd_vf_Node.Main.740.S__Node.Minor.400.S_end__0.1;DEFAULT_VEHTYPE;1.03;
vf_Node.Main.740.S__Node.Main.0.S__0.10;89.00;Edge.Main.WB.740-620_1;5.10;13.66;0.44;173.00;Edge.Main.WB.120-0_2;112.00;14.72;84.00;735.89;25.00;1;0.00;35.42;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.10 routing_vf_Node.Main.740.S__Node.Main.0.S__0.10 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.10;DEFAULT_VEHTYPE;0.92;
vf_Node.Main.0.N__Node.Main.740.N__0.14;118.00;Edge.Main.EB.0-120_2;5.10;17.73;0.62;173.00;Edge.Main.EB.620-740_2;112.00;17.49;55.00;735.89;1.00;1;0.00;13.08;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.14 routing_vf_Node.Main.0.N__Node.Main.740.N__0.14 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.14;DEFAULT_VEHTYPE;1.06;
vf_Node.Main.0.N__Node.Main.740.N__0.7;63.00;Edge.Main.EB.0-120_1;5.10;14.74;0.13;175.00;Edge.Main.EB.620-740_1;112.00;13.71;112.00;735.89;51.00;1;0.00;61.18;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.7 routing_vf_Node.Main.0.N__Node.Main.740.N__0.7 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.7;DEFAULT_VEHTYPE;0.88;
vf_Node.Main.0.N__Node.Main.740.N__0.12;86.00;Edge.Main.EB.0-120_1;5.10;16.75;0.95;176.00;Edge.Main.EB.620-740_1;112.00;15.02;90.00;735.89;33.00;1;0.00;45.87;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.12 routing_vf_Node.Main.0.N__Node.Main.740.N__0.12 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.12;DEFAULT_VEHTYPE;1.00;
vf_Node.Main.740.S__Node.Main.0.S__0.14;106.00;Edge.Main.WB.740-620_1;5.10;17.83;0.59;176.00;Edge.Main.WB.120-0_2;112.00;17.57;70.00;735.89;14.00;1;0.00;28.16;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.14 routing_vf_Node.Main.740.S__Node.Main.0.S__0.14 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.14;DEFAULT_VEHTYPE;1.07;
vf_Node.Main.740.S__Node.Main.0.S__0.12;99.00;Edge.Main.WB.740-620_2;5.10;14.77;0.66;177.00;Edge.Main.WB.120-0_1;112.00;13.70;78.00;735.89;19.00;1;0.00;27.26;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.12 routing_vf_Node.Main.740.S__Node.Main.0.S__0.12 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.12;DEFAULT_VEHTYPE;0.89;
vf_Node.Main.740.S__Node.Main.0.S__0.11;97.00;Edge.Main.WB.740-620_1;5.10;11.35;0.22;178.00;Edge.Main.WB.120-0_3;112.00;12.88;81.00;735.89;14.00;1;0.00;28.19;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.11 routing_vf_Node.Main.740.S__Node.Main.0.S__0.11 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.11;DEFAULT_VEHTYPE;0.84;
vf_Node.Main.0.N__Node.Minor.400.N_end__0.0;125.00;Edge.Main.EB.0-120_1;5.10;19.26;0.74;178.00;Edge.Minor.N_arm.NB.400_1;180.90;18.58;53.00;580.58;0.00;0;0.00;21.80;1;tripinfo_vf_Node.Main.0.N__Node.Minor.400.N_end__0.0 routing_vf_Node.Main.0.N__Node.Minor.400.N_end__0.0 fcd_vf_Node.Main.0.N__Node.Minor.400.N_end__0.0;DEFAULT_VEHTYPE;1.16;
vf_Node.Main.740.S__Node.Minor.200.N_end__0.0;74.00;Edge.Main.WB.740-620_3;5.10;17.86;0.91;179.00;Edge.Minor.N_arm.NB.200_2;177.70;17.13;105.00;731.90;48.00;2;0.00;62.95;1;tripinfo_vf_Node.Main.740.S__Node.Minor.200.N_end__0.0 routing_vf_Node.Main.740.S__Node.Minor.200.N_end__0.0 fcd_vf_Node.Main.740.S__Node.Minor.200.N_end__0.0;DEFAULT_VEHTYPE;1.07;
vf_Node.Main.740.S__Node.Main.0.S__0.16;112.00;Edge.Main.WB.740-620_2;5.10;14.68;0.46;180.00;Edge.Main.WB.120-0_1;112.00;13.42;68.00;735.89;7.00;1;0.00;17.71;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.16 routing_vf_Node.Main.740.S__Node.Main.0.S__0.16 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.16;DEFAULT_VEHTYPE;0.88;
vf_Node.Main.740.S__Node.Main.0.S__0.17;114.00;Edge.Main.WB.740-620_3;5.10;16.43;0.91;180.00;Edge.Main.WB.120-0_3;112.00;15.30;66.00;735.89;5.00;1;0.00;20.68;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.17 routing_vf_Node.Main.740.S__Node.Main.0.S__0.17 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.17;DEFAULT_VEHTYPE;0.99;
vf_Node.Main.0.N__Node.Main.740.N__0.15;133.00;Edge.Main.EB.0-120_1;5.10;15.28;0.02;180.00;Edge.Main.EB.620-740_2;112.00;15.85;47.00;735.89;0.00;0;0.00;1.93;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.15 routing_vf_Node.Main.0.N__Node.Main.740.N__0.15 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.15;DEFAULT_VEHTYPE;0.98;
vf_Node.Main.740.S__Node.Main.0.S__0.18;127.00;Edge.Main.WB.740-620_2;5.10;17.57;0.39;182.00;Edge.Main.WB.120-0_3;112.00;16.33;55.00;735.89;0.00;0;0.00;12.20;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.18 routing_vf_Node.Main.740.S__Node.Main.0.S__0.18 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.18;DEFAULT_VEHTYPE;1.05;
vf_Node.Main.740.S__Node.Main.0.S__0.19;131.00;Edge.Main.WB.740-620_1;5.10;15.29;0.68;182.00;Edge.Main.WB.120-0_2;112.00;15.24;51.00;735.89;0.00;0;0.00;2.29;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.19 routing_vf_Node.Main.740.S__Node.Main.0.S__0.19 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.19;DEFAULT_VEHTYPE;0.92;
vf_Node.Main.0.N__Node.Minor.400.N_end__0.1;132.00;Edge.Main.EB.0-120_1;5.10;17.59;0.32;182.00;Edge.Minor.N_arm.NB.400_1;180.90;16.69;50.00;580.58;0.00;0;0.00;15.92;1;tripinfo_vf_Node.Main.0.N__Node.Minor.400.N_end__0.1 routing_vf_Node.Main.0.N__Node.Minor.400.N_end__0.1 fcd_vf_Node.Main.0.N__Node.Minor.400.N_end__0.1;DEFAULT_VEHTYPE;1.06;
vf_Node.Main.740.S__Node.Main.0.S__0.15;108.00;Edge.Main.WB.740-620_1;5.10;14.58;0.90;183.00;Edge.Main.WB.120-0_1;112.00;14.39;75.00;735.89;12.00;1;0.00;24.43;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.15 routing_vf_Node.Main.740.S__Node.Main.0.S__0.15 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.15;DEFAULT_VEHTYPE;0.87;
vf_Node.Main.740.S__Node.Minor.280.S_end__0.0;127.00;Edge.Main.WB.740-620_1;5.10;15.73;0.08;184.00;Edge.Minor.S_arm.SB.280_1;177.70;15.52;57.00;640.03;0.00;0;0.00;14.56;1;tripinfo_vf_Node.Main.740.S__Node.Minor.280.S_end__0.0 routing_vf_Node.Main.740.S__Node.Minor.280.S_end__0.0 fcd_vf_Node.Main.740.S__Node.Minor.280.S_end__0.0;DEFAULT_VEHTYPE;0.94;
vf_Node.Main.0.N__Node.Minor.200.N_end__0.3;156.00;Edge.Main.EB.0-120_1;5.10;15.32;0.29;185.00;Edge.Minor.N_arm.NB.200_1;177.70;14.46;29.00;373.44;0.00;0;0.00;3.58;1;tripinfo_vf_Node.Main.0.N__Node.Minor.200.N_end__0.3 routing_vf_Node.Main.0.N__Node.Minor.200.N_end__0.3 fcd_vf_Node.Main.0.N__Node.Minor.200.N_end__0.3;DEFAULT_VEHTYPE;0.92;
vf_Node.Main.740.S__Node.Minor.540.S_end__0.3;149.00;Edge.Main.WB.740-620_1;5.10;19.83;0.04;186.00;Edge.Minor.S_arm.SB.540_1;177.70;18.56;37.00;373.44;8.00;1;0.00;16.27;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.S_end__0.3 routing_vf_Node.Main.740.S__Node.Minor.540.S_end__0.3 fcd_vf_Node.Main.740.S__Node.Minor.540.S_end__0.3;DEFAULT_VEHTYPE;1.19;
vf_Node.Minor.460.S_end__Node.Main.0.S__0.0;128.00;Edge.Minor.S_arm.NB.460_1;5.10;16.13;0.71;188.00;Edge.Main.WB.120-0_2;112.00;15.80;60.00;640.57;12.00;1;0.00;19.12;1;tripinfo_vf_Node.Minor.460.S_end__Node.Main.0.S__0.0 routing_vf_Node.Minor.460.S_end__Node.Main.0.S__0.0 fcd_vf_Node.Minor.460.S_end__Node.Main.0.S__0.0;DEFAULT_VEHTYPE;0.97;
vf_Node.Main.0.N__Node.Main.740.N__0.16;135.00;Edge.Main.EB.0-120_1;5.10;14.92;0.27;188.00;Edge.Main.EB.620-740_2;112.00;14.08;53.00;735.89;0.00;0;0.00;2.91;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.16 routing_vf_Node.Main.0.N__Node.Main.740.N__0.16 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.16;DEFAULT_VEHTYPE;0.90;
vf_Node.Main.0.N__Node.Minor.540.N_end__0.0;111.00;Edge.Main.EB.0-120_1;5.10;15.58;1.32;192.00;Edge.Minor.N_arm.NB.540_1;177.70;14.72;81.00;713.93;18.00;2;0.00;33.73;1;tripinfo_vf_Node.Main.0.N__Node.Minor.540.N_end__0.0 routing_vf_Node.Main.0.N__Node.Minor.540.N_end__0.0 fcd_vf_Node.Main.0.N__Node.Minor.540.N_end__0.0;DEFAULT_VEHTYPE;0.93;
vf_Node.Main.740.S__Node.Main.0.S__0.21;154.00;Edge.Main.WB.740-620_2;5.10;19.18;1.00;194.00;Edge.Main.WB.120-0_2;112.00;18.19;40.00;735.89;0.00;0;0.00;1.30;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.21 routing_vf_Node.Main.740.S__Node.Main.0.S__0.21 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.21;DEFAULT_VEHTYPE;1.15;
vf_Node.Main.740.S__Node.Main.0.S__0.20;146.00;Edge.Main.WB.740-620_1;5.10;15.67;0.03;195.00;Edge.Main.WB.120-0_1;112.00;15.17;49.00;735.89;0.00;0;0.00;1.95;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.20 routing_vf_Node.Main.740.S__Node.Main.0.S__0.20 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.20;DEFAULT_VEHTYPE;0.94;
vf_Node.Main.740.S__Node.Minor.540.N_end__0.3;88.00;Edge.Main.WB.740-620_3;5.10;12.27;0.99;196.00;Edge.Minor.N_arm.NB.540_2;177.70;11.20;108.00;391.41;58.00;3;0.00;74.64;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.N_end__0.3 routing_vf_Node.Main.740.S__Node.Minor.540.N_end__0.3 fcd_vf_Node.Main.740.S__Node.Minor.540.N_end__0.3;DEFAULT_VEHTYPE;0.74;
vf_Node.Main.740.S__Node.Minor.540.N_end__0.4;89.00;Edge.Main.WB.740-620_3;5.10;9.46;1.07;198.00;Edge.Minor.N_arm.NB.540_2;177.70;14.27;109.00;391.41;53.00;3;0.00;81.10;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.N_end__0.4 routing_vf_Node.Main.740.S__Node.Minor.540.N_end__0.4 fcd_vf_Node.Main.740.S__Node.Minor.540.N_end__0.4;DEFAULT_VEHTYPE;0.89;
vf_Node.Main.0.N__Node.Minor.400.N_end__0.2;164.00;Edge.Main.EB.0-120_1;5.10;21.08;0.35;198.00;Edge.Minor.N_arm.NB.400_1;180.90;19.80;34.00;580.58;0.00;0;0.00;5.21;1;tripinfo_vf_Node.Main.0.N__Node.Minor.400.N_end__0.2 routing_vf_Node.Main.0.N__Node.Minor.400.N_end__0.2 fcd_vf_Node.Main.0.N__Node.Minor.400.N_end__0.2;DEFAULT_VEHTYPE;1.26;
vf_Node.Minor.340.N_end__Node.Main.740.N__0.1;87.00;Edge.Minor.N_arm.SB.340_1;5.10;16.32;0.28;199.00;Edge.Main.EB.620-740_1;112.00;15.13;112.00;580.57;67.00;2;0.00;75.54;1;tripinfo_vf_Node.Minor.340.N_end__Node.Main.740.N__0.1 routing_vf_Node.Minor.340.N_end__Node.Main.740.N__0.1 fcd_vf_Node.Minor.340.N_end__Node.Main.740.N__0.1;DEFAULT_VEHTYPE;0.98;
vf_Node.Minor.200.N_end__Node.Minor.540.S_end__0.0;24.00;Edge.Minor.N_arm.SB.200_1;5.10;16.45;0.87;202.00;Edge.Minor.S_arm.SB.540_2;177.70;15.73;178.00;709.63;111.00;3;0.00;132.09;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.540.S_end__0.0 routing_vf_Node.Minor.200.N_end__Node.Minor.540.S_end__0.0 fcd_vf_Node.Minor.200.N_end__Node.Minor.540.S_end__0.0;DEFAULT_VEHTYPE;0.99;
vf_Node.Main.0.N__Node.Minor.200.S_end__0.3;100.00;Edge.Main.EB.0-120_3;5.10;17.65;0.37;202.00;Edge.Minor.S_arm.SB.200_2;177.70;17.48;102.00;391.41;68.00;2;0.00;78.31;1;tripinfo_vf_Node.Main.0.N__Node.Minor.200.S_end__0.3 routing_vf_Node.Main.0.N__Node.Minor.200.S_end__0.3 fcd_vf_Node.Main.0.N__Node.Minor.200.S_end__0.3;DEFAULT_VEHTYPE;1.06;
vf_Node.Minor.280.N_end__Node.Minor.540.S_end__0.0;87.00;Edge.Minor.N_arm.SB.280_1;5.10;19.15;0.40;203.00;Edge.Minor.S_arm.SB.540_2;177.70;18.48;116.00;636.58;64.00;2;0.00;81.09;1;tripinfo_vf_Node.Minor.280.N_end__Node.Minor.540.S_end__0.0 routing_vf_Node.Minor.280.N_end__Node.Minor.540.S_end__0.0 fcd_vf_Node.Minor.280.N_end__Node.Minor.540.S_end__0.0;DEFAULT_VEHTYPE;1.15;
vf_Node.Main.0.N__Node.Minor.200.S_end__0.4;116.00;Edge.Main.EB.0-120_3;5.10;17.14;0.02;204.00;Edge.Minor.S_arm.SB.200_2;177.70;16.46;88.00;391.41;50.00;1;0.00;64.16;1;tripinfo_vf_Node.Main.0.N__Node.Minor.200.S_end__0.4 routing_vf_Node.Main.0.N__Node.Minor.200.S_end__0.4 fcd_vf_Node.Main.0.N__Node.Minor.200.S_end__0.4;DEFAULT_VEHTYPE;1.03;
vf_Node.Minor.200.S_end__Node.Minor.540.S_end__0.0;17.00;Edge.Minor.S_arm.NB.200_3;5.10;18.95;0.63;205.00;Edge.Minor.S_arm.SB.540_2;177.70;18.23;188.00;727.61;123.00;3;0.00;147.71;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.540.S_end__0.0 routing_vf_Node.Minor.200.S_end__Node.Minor.540.S_end__0.0 fcd_vf_Node.Minor.200.S_end__Node.Minor.540.S_end__0.0;DEFAULT_VEHTYPE;1.14;
vf_Node.Main.0.N__Node.Minor.540.S_end__0.1;102.00;Edge.Main.EB.0-120_3;5.10;18.91;0.53;206.00;Edge.Minor.S_arm.SB.540_2;177.70;18.57;104.00;731.90;45.00;2;0.00;64.70;1;tripinfo_vf_Node.Main.0.N__Node.Minor.540.S_end__0.1 routing_vf_Node.Main.0.N__Node.Minor.540.S_end__0.1 fcd_vf_Node.Main.0.N__Node.Minor.540.S_end__0.1;DEFAULT_VEHTYPE;1.13;
vf_Node.Main.740.S__Node.Minor.340.S_end__0.1;154.00;Edge.Main.WB.740-620_1;5.10;15.97;0.28;206.00;Edge.Minor.S_arm.SB.340_1;180.90;15.64;52.00;580.58;2.00;1;0.00;14.21;1;tripinfo_vf_Node.Main.740.S__Node.Minor.340.S_end__0.1 routing_vf_Node.Main.740.S__Node.Minor.340.S_end__0.1 fcd_vf_Node.Main.740.S__Node.Minor.340.S_end__0.1;DEFAULT_VEHTYPE;0.96;
vf_Node.Main.0.N__Node.Minor.200.S_end__0.5;171.00;Edge.Main.EB.0-120_3;5.10;15.88;0.45;206.00;Edge.Minor.S_arm.SB.200_2;177.70;14.80;35.00;391.41;1.00;1;0.00;9.64;1;tripinfo_vf_Node.Main.0.N__Node.Minor.200.S_end__0.5 routing_vf_Node.Main.0.N__Node.Minor.200.S_end__0.5 fcd_vf_Node.Main.0.N__Node.Minor.200.S_end__0.5;DEFAULT_VEHTYPE;0.95;
vf_Node.Main.740.S__Node.Minor.540.N_end__0.5;178.00;Edge.Main.WB.740-620_3;5.10;15.53;0.21;206.00;Edge.Minor.N_arm.NB.540_2;177.70;15.01;28.00;391.41;0.00;0;0.00;1.79;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.N_end__0.5 routing_vf_Node.Main.740.S__Node.Minor.540.N_end__0.5 fcd_vf_Node.Main.740.S__Node.Minor.540.N_end__0.5;DEFAULT_VEHTYPE;0.93;
vf_Node.Main.0.N__Node.Minor.540.S_end__0.2;133.00;Edge.Main.EB.0-120_3;5.10;18.25;0.42;208.00;Edge.Minor.S_arm.SB.540_2;177.70;17.00;75.00;731.90;26.00;1;0.00;33.99;1;tripinfo_vf_Node.Main.0.N__Node.Minor.540.S_end__0.2 routing_vf_Node.Main.0.N__Node.Minor.540.S_end__0.2 fcd_vf_Node.Main.0.N__Node.Minor.540.S_end__0.2;DEFAULT_VEHTYPE;1.09;
vf_Node.Main.740.S__Node.Minor.340.S_end__0.2;158.00;Edge.Main.WB.740-620_1;5.10;15.47;0.39;209.00;Edge.Minor.S_arm.SB.340_1;180.90;14.90;51.00;580.58;0.00;0;0.00;12.16;1;tripinfo_vf_Node.Main.740.S__Node.Minor.340.S_end__0.2 routing_vf_Node.Main.740.S__Node.Minor.340.S_end__0.2 fcd_vf_Node.Main.740.S__Node.Minor.340.S_end__0.2;DEFAULT_VEHTYPE;0.93;
vf_Node.Main.740.S__Node.Minor.400.S_end__0.2;170.00;Edge.Main.WB.740-620_1;5.10;15.37;0.93;209.00;Edge.Minor.S_arm.SB.400_1;180.90;14.63;39.00;520.58;0.00;0;0.00;3.99;1;tripinfo_vf_Node.Main.740.S__Node.Minor.400.S_end__0.2 routing_vf_Node.Main.740.S__Node.Minor.400.S_end__0.2 fcd_vf_Node.Main.740.S__Node.Minor.400.S_end__0.2;DEFAULT_VEHTYPE;0.92;
vf_Node.Main.740.S__Node.Minor.540.N_end__0.6;182.00;Edge.Main.WB.740-620_3;5.10;16.43;0.93;209.00;Edge.Minor.N_arm.NB.540_2;177.70;16.04;27.00;391.41;0.00;0;0.00;1.74;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.N_end__0.6 routing_vf_Node.Main.740.S__Node.Minor.540.N_end__0.6 fcd_vf_Node.Main.740.S__Node.Minor.540.N_end__0.6;DEFAULT_VEHTYPE;0.99;
vf_Node.Main.0.N__Node.Minor.400.N_end__0.3;170.00;Edge.Main.EB.0-120_1;5.10;17.86;0.80;211.00;Edge.Minor.N_arm.NB.400_1;180.90;17.44;41.00;580.58;0.00;0;0.00;7.36;1;tripinfo_vf_Node.Main.0.N__Node.Minor.400.N_end__0.3 routing_vf_Node.Main.0.N__Node.Minor.400.N_end__0.3 fcd_vf_Node.Main.0.N__Node.Minor.400.N_end__0.3;DEFAULT_VEHTYPE;1.07;
vf_Node.Main.0.N__Node.Minor.540.S_end__0.3;145.00;Edge.Main.EB.0-120_3;5.10;16.14;0.52;213.00;Edge.Minor.S_arm.SB.540_2;177.70;15.08;68.00;731.90;11.00;2;0.00;21.23;1;tripinfo_vf_Node.Main.0.N__Node.Minor.540.S_end__0.3 routing_vf_Node.Main.0.N__Node.Minor.540.S_end__0.3 fcd_vf_Node.Main.0.N__Node.Minor.540.S_end__0.3;DEFAULT_VEHTYPE;0.97;
vf_Node.Main.740.S__Node.Minor.540.N_end__0.7;187.00;Edge.Main.WB.740-620_3;5.10;16.97;0.86;213.00;Edge.Minor.N_arm.NB.540_2;177.70;16.43;26.00;391.41;0.00;0;0.00;1.62;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.N_end__0.7 routing_vf_Node.Main.740.S__Node.Minor.540.N_end__0.7 fcd_vf_Node.Main.740.S__Node.Minor.540.N_end__0.7;DEFAULT_VEHTYPE;1.02;
