id;depart;departLane;departPos;departSpeed;departDelay;arrival;arrivalLane;arrivalPos;arrivalSpeed;duration;routeLength;waitingTime;waitingCount;stopTime;timeLoss;rerouteNo;devices;vType;speedFactor;vaporized
vf_Node.Main.0.N__Node.Main.740.N__0.18;165.00;Edge.Main.EB.0-120_1;5.10;17.74;1.76;276.00;Edge.Main.EB.620-740_1;112.00;16.74;111.00;735.89;62.00;1;0.00;69.25;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.18 routing_vf_Node.Main.0.N__Node.Main.740.N__0.18 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.18;DEFAULT_VEHTYPE;1.06;
vf_Node.Minor.400.S_end__Node.Main.0.S__0.5;152.00;Edge.Minor.S_arm.NB.400_1;5.10;16.37;0.71;277.00;Edge.Main.WB.120-0_2;112.00;16.08;125.00;580.57;69.00;2;0.00;88.12;1;tripinfo_vf_Node.Minor.400.S_end__Node.Main.0.S__0.5 routing_vf_Node.Minor.400.S_end__Node.Main.0.S__0.5 fcd_vf_Node.Minor.400.S_end__Node.Main.0.S__0.5;DEFAULT_VEHTYPE;0.98;
vf_Node.Main.0.N__Node.Main.740.N__0.17;160.00;Edge.Main.EB.0-120_2;5.10;16.31;0.68;277.00;Edge.Main.EB.620-740_2;112.00;15.56;117.00;735.89;63.00;1;0.00;71.73;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.17 routing_vf_Node.Main.0.N__Node.Main.740.N__0.17 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.17;DEFAULT_VEHTYPE;0.98;
vf_Node.Main.0.N__Node.Main.740.N__0.20;167.00;Edge.Main.EB.0-120_1;5.10;12.01;2.44;277.00;Edge.Main.EB.620-740_3;112.00;15.04;110.00;735.89;54.00;1;0.00;61.78;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.20 routing_vf_Node.Main.0.N__Node.Main.740.N__0.20 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.20;DEFAULT_VEHTYPE;0.92;
vf_Node.Main.0.N__Node.Main.740.N__0.19;166.00;Edge.Main.EB.0-120_1;5.10;15.55;2.53;278.00;Edge.Main.EB.620-740_1;112.00;17.15;112.00;735.89;59.00;1;0.00;69.17;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.19 routing_vf_Node.Main.0.N__Node.Main.740.N__0.19 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.19;DEFAULT_VEHTYPE;1.03;
vf_Node.Main.740.S__Node.Main.0.S__0.22;173.00;Edge.Main.WB.740-620_2;5.10;17.69;0.68;278.00;Edge.Main.WB.120-0_2;112.00;16.65;105.00;735.89;53.00;1;0.00;63.39;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.22 routing_vf_Node.Main.740.S__Node.Main.0.S__0.22 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.22;DEFAULT_VEHTYPE;1.06;
vf_Node.Minor.340.N_end__Node.Main.740.N__0.2;179.00;Edge.Minor.N_arm.SB.340_1;5.10;17.01;0.76;279.00;Edge.Main.EB.620-740_2;112.00;15.78;100.00;580.57;49.00;1;0.00;64.62;1;tripinfo_vf_Node.Minor.340.N_end__Node.Main.740.N__0.2 routing_vf_Node.Minor.340.N_end__Node.Main.740.N__0.2 fcd_vf_Node.Minor.340.N_end__Node.Main.740.N__0.2;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.340.N_end__Node.Main.740.N__0.4;195.00;Edge.Minor.N_arm.SB.340_1;5.10;18.88;0.37;279.00;Edge.Main.EB.620-740_3;112.00;17.34;84.00;580.57;37.00;1;0.00;52.15;1;tripinfo_vf_Node.Minor.340.N_end__Node.Main.740.N__0.4 routing_vf_Node.Minor.340.N_end__Node.Main.740.N__0.4 fcd_vf_Node.Minor.340.N_end__Node.Main.740.N__0.4;DEFAULT_VEHTYPE;1.13;
vf_Node.Minor.340.S_end__Node.Main.0.S__0.2;231.00;Edge.Minor.S_arm.NB.340_1;5.10;16.33;0.22;279.00;Edge.Main.WB.120-0_3;112.00;15.89;48.00;520.57;3.00;1;0.00;14.24;1;tripinfo_vf_Node.Minor.340.S_end__Node.Main.0.S__0.2 routing_vf_Node.Minor.340.S_end__Node.Main.0.S__0.2 fcd_vf_Node.Minor.340.S_end__Node.Main.0.S__0.2;DEFAULT_VEHTYPE;0.98;
vf_Node.Minor.340.N_end__Node.Main.740.N__0.3;191.00;Edge.Minor.N_arm.SB.340_1;5.10;15.37;0.83;281.00;Edge.Main.EB.620-740_1;112.00;14.31;90.00;580.57;39.00;1;0.00;51.28;1;tripinfo_vf_Node.Minor.340.N_end__Node.Main.740.N__0.3 routing_vf_Node.Minor.340.N_end__Node.Main.740.N__0.3 fcd_vf_Node.Minor.340.N_end__Node.Main.740.N__0.3;DEFAULT_VEHTYPE;0.92;
vf_Node.Minor.280.N_end__Node.Main.740.N__0.2;195.00;Edge.Minor.N_arm.SB.280_1;5.10;16.36;0.04;281.00;Edge.Main.EB.620-740_2;112.00;15.93;86.00;640.57;29.00;2;0.00;46.18;1;tripinfo_vf_Node.Minor.280.N_end__Node.Main.740.N__0.2 routing_vf_Node.Minor.280.N_end__Node.Main.740.N__0.2 fcd_vf_Node.Minor.280.N_end__Node.Main.740.N__0.2;DEFAULT_VEHTYPE;0.98;
vf_Node.Minor.280.N_end__Node.Main.740.N__0.3;216.00;Edge.Minor.N_arm.SB.280_1;5.10;17.47;0.24;281.00;Edge.Main.EB.620-740_3;112.00;17.30;65.00;640.57;12.00;1;0.00;26.97;1;tripinfo_vf_Node.Minor.280.N_end__Node.Main.740.N__0.3 routing_vf_Node.Minor.280.N_end__Node.Main.740.N__0.3 fcd_vf_Node.Minor.280.N_end__Node.Main.740.N__0.3;DEFAULT_VEHTYPE;1.05;
vf_Node.Minor.540.S_end__Node.Main.0.S__0.1;228.00;Edge.Minor.S_arm.NB.540_1;5.10;15.48;0.14;281.00;Edge.Main.WB.120-0_2;112.00;14.26;53.00;713.62;0.00;0;0.00;5.85;1;tripinfo_vf_Node.Minor.540.S_end__Node.Main.0.S__0.1 routing_vf_Node.Minor.540.S_end__Node.Main.0.S__0.1 fcd_vf_Node.Minor.540.S_end__Node.Main.0.S__0.1;DEFAULT_VEHTYPE;0.93;
vf_Node.Minor.200.S_end__Node.Main.740.N__0.4;151.00;Edge.Minor.S_arm.NB.200_3;5.10;17.71;0.16;282.00;Edge.Main.EB.620-740_3;112.00;16.45;131.00;731.60;65.00;3;0.00;88.86;1;tripinfo_vf_Node.Minor.200.S_end__Node.Main.740.N__0.4 routing_vf_Node.Minor.200.S_end__Node.Main.740.N__0.4 fcd_vf_Node.Minor.200.S_end__Node.Main.740.N__0.4;DEFAULT_VEHTYPE;1.06;
vf_Node.Minor.460.S_end__Node.Main.0.S__0.1;237.00;Edge.Minor.S_arm.NB.460_1;5.10;17.02;0.32;282.00;Edge.Main.WB.120-0_3;112.00;15.85;45.00;640.57;0.00;0;0.00;6.58;1;tripinfo_vf_Node.Minor.460.S_end__Node.Main.0.S__0.1 routing_vf_Node.Minor.460.S_end__Node.Main.0.S__0.1 fcd_vf_Node.Minor.460.S_end__Node.Main.0.S__0.1;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.340.N_end__Node.Main.740.N__0.5;209.00;Edge.Minor.N_arm.SB.340_1;5.10;15.48;0.85;283.00;Edge.Main.EB.620-740_1;112.00;15.18;74.00;580.57;24.00;1;0.00;35.28;1;tripinfo_vf_Node.Minor.340.N_end__Node.Main.740.N__0.5 routing_vf_Node.Minor.340.N_end__Node.Main.740.N__0.5 fcd_vf_Node.Minor.340.N_end__Node.Main.740.N__0.5;DEFAULT_VEHTYPE;0.93;
vf_Node.Minor.200.N_end__Node.Main.740.N__0.2;217.00;Edge.Minor.N_arm.SB.200_1;5.10;16.36;0.52;283.00;Edge.Main.EB.620-740_2;112.00;15.84;66.00;713.62;8.00;1;0.00;21.21;1;tripinfo_vf_Node.Minor.200.N_end__Node.Main.740.N__0.2 routing_vf_Node.Minor.200.N_end__Node.Main.740.N__0.2 fcd_vf_Node.Minor.200.N_end__Node.Main.740.N__0.2;DEFAULT_VEHTYPE;0.98;
vf_Node.Minor.340.S_end__Node.Main.0.S__0.1;163.00;Edge.Minor.S_arm.NB.340_1;5.10;14.85;0.42;285.00;Edge.Main.WB.120-0_2;112.00;14.54;122.00;520.57;68.00;2;0.00;85.68;1;tripinfo_vf_Node.Minor.340.S_end__Node.Main.0.S__0.1 routing_vf_Node.Minor.340.S_end__Node.Main.0.S__0.1 fcd_vf_Node.Minor.340.S_end__Node.Main.0.S__0.1;DEFAULT_VEHTYPE;0.89;
vf_Node.Minor.200.S_end__Node.Main.740.N__0.5;188.00;Edge.Minor.S_arm.NB.200_3;5.10;15.23;0.60;285.00;Edge.Main.EB.620-740_3;112.00;14.70;97.00;731.60;28.00;3;0.00;48.14;1;tripinfo_vf_Node.Minor.200.S_end__Node.Main.740.N__0.5 routing_vf_Node.Minor.200.S_end__Node.Main.740.N__0.5 fcd_vf_Node.Minor.200.S_end__Node.Main.740.N__0.5;DEFAULT_VEHTYPE;0.91;
vf_Node.Main.0.N__Node.Minor.200.N_end__0.4;218.00;Edge.Main.EB.0-120_1;5.10;18.57;0.23;286.00;Edge.Minor.N_arm.NB.200_1;177.70;17.39;68.00;373.44;33.00;1;0.00;46.11;1;tripinfo_vf_Node.Main.0.N__Node.Minor.200.N_end__0.4 routing_vf_Node.Main.0.N__Node.Minor.200.N_end__0.4 fcd_vf_Node.Main.0.N__Node.Minor.200.N_end__0.4;DEFAULT_VEHTYPE;1.11;
vf_Node.Minor.400.S_end__Node.Main.0.S__0.6;244.00;Edge.Minor.S_arm.NB.400_1;5.10;15.82;0.50;288.00;Edge.Main.WB.120-0_2;112.00;14.69;44.00;580.57;0.00;0;0.00;5.98;1;tripinfo_vf_Node.Minor.400.S_end__Node.Main.0.S__0.6 routing_vf_Node.Minor.400.S_end__Node.Main.0.S__0.6 fcd_vf_Node.Minor.400.S_end__Node.Main.0.S__0.6;DEFAULT_VEHTYPE;0.95;
vf_Node.Main.740.S__Node.Minor.540.S_end__0.4;261.00;Edge.Main.WB.740-620_1;5.10;17.24;0.28;289.00;Edge.Minor.S_arm.SB.540_1;177.70;16.97;28.00;373.44;0.00;0;0.00;5.38;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.S_end__0.4 routing_vf_Node.Main.740.S__Node.Minor.540.S_end__0.4 fcd_vf_Node.Main.740.S__Node.Minor.540.S_end__0.4;DEFAULT_VEHTYPE;1.03;
vf_Node.Main.0.N__Node.Minor.200.N_end__0.5;224.00;Edge.Main.EB.0-120_1;5.10;15.02;0.60;290.00;Edge.Minor.N_arm.NB.200_1;177.70;13.76;66.00;373.44;27.00;1;0.00;40.03;1;tripinfo_vf_Node.Main.0.N__Node.Minor.200.N_end__0.5 routing_vf_Node.Main.0.N__Node.Minor.200.N_end__0.5 fcd_vf_Node.Main.0.N__Node.Minor.200.N_end__0.5;DEFAULT_VEHTYPE;0.90;
vf_Node.Minor.400.S_end__Node.Main.0.S__0.7;246.00;Edge.Minor.S_arm.NB.400_1;5.10;15.65;0.05;291.00;Edge.Main.WB.120-0_2;112.00;14.37;45.00;580.57;0.00;0;0.00;6.60;1;tripinfo_vf_Node.Minor.400.S_end__Node.Main.0.S__0.7 routing_vf_Node.Minor.400.S_end__Node.Main.0.S__0.7 fcd_vf_Node.Minor.400.S_end__Node.Main.0.S__0.7;DEFAULT_VEHTYPE;0.94;
vf_Node.Main.740.S__Node.Minor.200.S_end__0.1;169.00;Edge.Main.WB.740-620_1;5.10;19.59;0.72;292.00;Edge.Minor.S_arm.SB.200_1;177.70;19.19;123.00;713.93;64.00;2;0.00;85.60;1;tripinfo_vf_Node.Main.740.S__Node.Minor.200.S_end__0.1 routing_vf_Node.Main.740.S__Node.Minor.200.S_end__0.1 fcd_vf_Node.Main.740.S__Node.Minor.200.S_end__0.1;DEFAULT_VEHTYPE;1.17;
vf_Node.Minor.340.S_end__Node.Main.0.S__0.3;252.00;Edge.Minor.S_arm.NB.340_1;5.10;15.59;0.47;295.00;Edge.Main.WB.120-0_2;112.00;14.74;43.00;520.57;0.00;0;0.00;8.18;1;tripinfo_vf_Node.Minor.340.S_end__Node.Main.0.S__0.3 routing_vf_Node.Minor.340.S_end__Node.Main.0.S__0.3 fcd_vf_Node.Minor.340.S_end__Node.Main.0.S__0.3;DEFAULT_VEHTYPE;0.94;
vf_Node.Main.740.S__Node.Main.0.S__0.25;188.00;Edge.Main.WB.740-620_2;5.10;18.09;0.16;296.00;Edge.Main.WB.120-0_2;112.00;17.14;108.00;735.89;58.00;1;0.00;67.31;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.25 routing_vf_Node.Main.740.S__Node.Main.0.S__0.25 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.25;DEFAULT_VEHTYPE;1.08;
vf_Node.Main.0.N__Node.Main.740.N__0.21;189.00;Edge.Main.EB.0-120_1;5.10;17.68;0.27;297.00;Edge.Main.EB.620-740_1;112.00;17.17;108.00;735.89;58.00;1;0.00;65.57;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.21 routing_vf_Node.Main.0.N__Node.Main.740.N__0.21 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.21;DEFAULT_VEHTYPE;1.06;
vf_Node.Main.740.S__Node.Minor.540.N_end__0.8;218.00;Edge.Main.WB.740-620_3;5.10;19.21;0.05;297.00;Edge.Minor.N_arm.NB.540_2;177.70;17.97;79.00;391.41;40.00;3;0.00;57.26;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.N_end__0.8 routing_vf_Node.Main.740.S__Node.Minor.540.N_end__0.8 fcd_vf_Node.Main.740.S__Node.Minor.540.N_end__0.8;DEFAULT_VEHTYPE;1.15;
vf_Node.Main.740.S__Node.Minor.400.S_end__0.3;237.00;Edge.Main.WB.740-620_1;5.10;15.49;0.13;297.00;Edge.Minor.S_arm.SB.400_1;180.90;15.32;60.00;520.58;12.00;1;0.00;24.92;1;tripinfo_vf_Node.Main.740.S__Node.Minor.400.S_end__0.3 routing_vf_Node.Main.740.S__Node.Minor.400.S_end__0.3 fcd_vf_Node.Main.740.S__Node.Minor.400.S_end__0.3;DEFAULT_VEHTYPE;0.93;
vf_Node.Main.0.N__Node.Minor.200.N_end__0.6;238.00;Edge.Main.EB.0-120_1;5.10;16.89;0.64;297.00;Edge.Minor.N_arm.NB.200_1;177.70;16.03;59.00;373.44;19.00;1;0.00;35.39;1;tripinfo_vf_Node.Main.0.N__Node.Minor.200.N_end__0.6 routing_vf_Node.Main.0.N__Node.Minor.200.N_end__0.6 fcd_vf_Node.Main.0.N__Node.Minor.200.N_end__0.6;DEFAULT_VEHTYPE;1.01;
vf_Node.Main.740.S__Node.Minor.540.S_end__0.5;266.00;Edge.Main.WB.740-620_1;5.10;13.65;0.57;298.00;Edge.Minor.S_arm.SB.540_1;177.70;16.77;32.00;373.44;0.00;0;0.00;9.82;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.S_end__0.5 routing_vf_Node.Main.740.S__Node.Minor.540.S_end__0.5 fcd_vf_Node.Main.740.S__Node.Minor.540.S_end__0.5;DEFAULT_VEHTYPE;1.07;
vf_Node.Main.740.S__Node.Main.0.S__0.24;180.00;Edge.Main.WB.740-620_2;5.10;16.15;0.34;299.00;Edge.Main.WB.120-0_3;112.00;16.07;119.00;735.89;65.00;1;0.00;72.77;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.24 routing_vf_Node.Main.740.S__Node.Main.0.S__0.24 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.24;DEFAULT_VEHTYPE;0.97;
vf_Node.Main.740.S__Node.Main.0.S__0.27;195.00;Edge.Main.WB.740-620_2;5.10;17.51;0.99;299.00;Edge.Main.WB.120-0_2;112.00;17.17;104.00;735.89;53.00;1;0.00;61.06;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.27 routing_vf_Node.Main.740.S__Node.Main.0.S__0.27 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.27;DEFAULT_VEHTYPE;1.05;
vf_Node.Main.740.S__Node.Main.0.S__0.26;192.00;Edge.Main.WB.740-620_3;5.10;19.46;0.99;300.00;Edge.Main.WB.120-0_3;112.00;17.13;108.00;735.89;56.00;1;0.00;70.13;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.26 routing_vf_Node.Main.740.S__Node.Main.0.S__0.26 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.26;DEFAULT_VEHTYPE;1.17;
vf_Node.Main.0.N__Node.Main.740.N__0.25;209.00;Edge.Main.EB.0-120_2;5.10;16.15;0.21;300.00;Edge.Main.EB.620-740_2;112.00;16.04;91.00;735.89;37.00;1;0.00;45.44;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.25 routing_vf_Node.Main.0.N__Node.Main.740.N__0.25 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.25;DEFAULT_VEHTYPE;0.97;
vf_Node.Main.740.S__Node.Main.0.S__0.29;212.00;Edge.Main.WB.740-620_2;5.10;16.99;0.24;301.00;Edge.Main.WB.120-0_2;112.00;16.58;89.00;735.89;36.00;1;0.00;45.45;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.29 routing_vf_Node.Main.740.S__Node.Main.0.S__0.29 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.29;DEFAULT_VEHTYPE;1.02;
vf_Node.Main.740.S__Node.Minor.280.S_end__0.1;188.00;Edge.Main.WB.740-620_1;5.10;14.91;0.87;302.00;Edge.Minor.S_arm.SB.280_1;177.70;14.20;114.00;640.03;58.00;1;0.00;68.80;1;tripinfo_vf_Node.Main.740.S__Node.Minor.280.S_end__0.1 routing_vf_Node.Main.740.S__Node.Minor.280.S_end__0.1 fcd_vf_Node.Main.740.S__Node.Minor.280.S_end__0.1;DEFAULT_VEHTYPE;0.89;
vf_Node.Main.0.N__Node.Main.740.N__0.23;198.00;Edge.Main.EB.0-120_2;5.10;15.97;0.36;302.00;Edge.Main.EB.620-740_2;112.00;14.68;104.00;735.89;45.00;1;0.00;57.79;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.23 routing_vf_Node.Main.0.N__Node.Main.740.N__0.23 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.23;DEFAULT_VEHTYPE;0.96;
vf_Node.Main.0.N__Node.Minor.280.N_end__0.3;235.00;Edge.Main.EB.0-120_1;5.10;15.33;0.63;302.00;Edge.Minor.N_arm.NB.280_1;180.90;15.00;67.00;460.58;19.00;1;0.00;35.20;1;tripinfo_vf_Node.Main.0.N__Node.Minor.280.N_end__0.3 routing_vf_Node.Main.0.N__Node.Minor.280.N_end__0.3 fcd_vf_Node.Main.0.N__Node.Minor.280.N_end__0.3;DEFAULT_VEHTYPE;0.92;
vf_Node.Main.740.S__Node.Main.0.S__0.28;203.00;Edge.Main.WB.740-620_1;5.10;17.94;0.98;303.00;Edge.Main.WB.120-0_2;112.00;16.72;100.00;735.89;45.00;1;0.00;58.33;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.28 routing_vf_Node.Main.740.S__Node.Main.0.S__0.28 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.28;DEFAULT_VEHTYPE;1.08;
vf_Node.Main.0.N__Node.Minor.460.N_end__0.0;210.00;Edge.Main.EB.0-120_1;5.10;17.43;0.16;303.00;Edge.Minor.N_arm.NB.460_1;177.70;17.13;93.00;640.03;39.00;1;0.00;54.22;1;tripinfo_vf_Node.Main.0.N__Node.Minor.460.N_end__0.0 routing_vf_Node.Main.0.N__Node.Minor.460.N_end__0.0 fcd_vf_Node.Main.0.N__Node.Minor.460.N_end__0.0;DEFAULT_VEHTYPE;1.05;
vf_Node.Main.0.N__Node.Main.740.N__0.22;193.00;Edge.Main.EB.0-120_1;5.10;14.90;0.17;304.00;Edge.Main.EB.620-740_1;112.00;14.41;111.00;735.89;53.00;1;0.00;61.27;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.22 routing_vf_Node.Main.0.N__Node.Main.740.N__0.22 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.22;DEFAULT_VEHTYPE;0.89;
vf_Node.Main.740.S__Node.Minor.280.S_end__0.2;212.00;Edge.Main.WB.740-620_1;5.10;15.81;0.28;304.00;Edge.Minor.S_arm.SB.280_1;177.70;15.54;92.00;640.03;36.00;1;0.00;50.15;1;tripinfo_vf_Node.Main.740.S__Node.Minor.280.S_end__0.2 routing_vf_Node.Main.740.S__Node.Minor.280.S_end__0.2 fcd_vf_Node.Main.740.S__Node.Minor.280.S_end__0.2;DEFAULT_VEHTYPE;0.95;
vf_Node.Main.0.N__Node.Main.740.N__0.27;215.00;Edge.Main.EB.0-120_3;5.10;18.52;0.40;305.00;Edge.Main.EB.620-740_3;112.00;17.48;90.00;735.89;34.00;1;0.00;49.45;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.27 routing_vf_Node.Main.0.N__Node.Main.740.N__0.27 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.27;DEFAULT_VEHTYPE;1.11;
vf_Node.Minor.340.S_end__Node.Minor.200.S_end__0.0;164.00;Edge.Minor.S_arm.NB.340_1;5.10;12.06;0.71;307.00;Edge.Minor.S_arm.SB.200_1;177.70;16.43;143.00;498.61;83.00;4;0.00;110.94;1;tripinfo_vf_Node.Minor.340.S_end__Node.Minor.200.S_end__0.0 routing_vf_Node.Minor.340.S_end__Node.Minor.200.S_end__0.0 fcd_vf_Node.Minor.340.S_end__Node.Minor.200.S_end__0.0;DEFAULT_VEHTYPE;1.00;
vf_Node.Main.0.N__Node.Main.740.N__0.24;206.00;Edge.Main.EB.0-120_1;5.10;13.89;0.04;308.00;Edge.Main.EB.620-740_2;112.00;13.65;102.00;735.89;37.00;1;0.00;48.60;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.24 routing_vf_Node.Main.0.N__Node.Main.740.N__0.24 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.24;DEFAULT_VEHTYPE;0.83;
vf_Node.Main.0.N__Node.Main.740.N__0.28;221.00;Edge.Main.EB.0-120_1;5.10;16.81;0.78;308.00;Edge.Main.EB.620-740_3;112.00;16.27;87.00;735.89;29.00;1;0.00;42.47;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.28 routing_vf_Node.Main.0.N__Node.Main.740.N__0.28 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.28;DEFAULT_VEHTYPE;1.01;
vf_Node.Main.740.S__Node.Main.0.S__0.30;257.00;Edge.Main.WB.740-620_1;5.10;15.89;0.24;309.00;Edge.Main.WB.120-0_3;112.00;15.83;52.00;735.89;0.00;0;0.00;5.69;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.30 routing_vf_Node.Main.740.S__Node.Main.0.S__0.30 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.30;DEFAULT_VEHTYPE;0.95;
vf_Node.Main.0.N__Node.Minor.200.N_end__0.7;281.00;Edge.Main.EB.0-120_1;5.10;17.09;0.86;309.00;Edge.Minor.N_arm.NB.200_1;177.70;16.94;28.00;373.44;0.00;0;0.00;4.52;1;tripinfo_vf_Node.Main.0.N__Node.Minor.200.N_end__0.7 routing_vf_Node.Main.0.N__Node.Minor.200.N_end__0.7 fcd_vf_Node.Main.0.N__Node.Minor.200.N_end__0.7;DEFAULT_VEHTYPE;1.03;
vf_Node.Main.740.S__Node.Main.0.S__0.23;174.00;Edge.Main.WB.740-620_1;5.10;14.64;0.46;310.00;Edge.Main.WB.120-0_2;112.00;14.51;136.00;735.89;72.00;2;0.00;85.07;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.23 routing_vf_Node.Main.740.S__Node.Main.0.S__0.23 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.23;DEFAULT_VEHTYPE;0.88;
vf_Node.Main.0.N__Node.Main.740.N__0.26;214.00;Edge.Main.EB.0-120_1;5.10;16.31;0.22;310.00;Edge.Main.EB.620-740_2;112.00;15.16;96.00;735.89;34.00;1;0.00;50.12;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.26 routing_vf_Node.Main.0.N__Node.Main.740.N__0.26 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.26;DEFAULT_VEHTYPE;0.98;
vf_Node.Main.0.N__Node.Minor.280.N_end__0.4;272.00;Edge.Main.EB.0-120_1;5.10;17.63;0.19;310.00;Edge.Minor.N_arm.NB.280_1;180.90;16.52;38.00;460.58;0.00;0;0.00;10.96;1;tripinfo_vf_Node.Main.0.N__Node.Minor.280.N_end__0.4 routing_vf_Node.Main.0.N__Node.Minor.280.N_end__0.4 fcd_vf_Node.Main.0.N__Node.Minor.280.N_end__0.4;DEFAULT_VEHTYPE;1.06;
vf_Node.Main.0.N__Node.Main.740.N__0.29;226.00;Edge.Main.EB.0-120_2;5.10;15.96;0.75;311.00;Edge.Main.EB.620-740_2;112.00;14.84;85.00;735.89;26.00;1;0.00;38.77;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.29 routing_vf_Node.Main.0.N__Node.Main.740.N__0.29 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.29;DEFAULT_VEHTYPE;0.96;
vf_Node.Main.0.N__Node.Main.740.N__0.30;233.00;Edge.Main.EB.0-120_1;5.10;16.70;0.54;311.00;Edge.Main.EB.620-740_3;112.00;16.68;78.00;735.89;18.00;1;0.00;33.41;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.30 routing_vf_Node.Main.0.N__Node.Main.740.N__0.30 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.30;DEFAULT_VEHTYPE;1.00;
vf_Node.Main.740.S__Node.Main.0.S__0.31;261.00;Edge.Main.WB.740-620_2;5.10;19.91;0.45;312.00;Edge.Main.WB.120-0_2;112.00;18.12;51.00;735.89;0.00;0;0.00;13.20;1;tripinfo_vf_Node.Main.740.S__Node.Main.0.S__0.31 routing_vf_Node.Main.740.S__Node.Main.0.S__0.31 fcd_vf_Node.Main.740.S__Node.Main.0.S__0.31;DEFAULT_VEHTYPE;1.19;
vf_Node.Main.0.N__Node.Main.740.N__0.31;234.00;Edge.Main.EB.0-120_2;5.10;18.65;0.70;313.00;Edge.Main.EB.620-740_2;112.00;17.56;79.00;735.89;19.00;1;0.00;38.95;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.31 routing_vf_Node.Main.0.N__Node.Main.740.N__0.31 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.31;DEFAULT_VEHTYPE;1.12;
vf_Node.Main.740.S__Node.Minor.540.S_end__0.6;286.00;Edge.Main.WB.740-620_1;5.10;17.24;0.90;313.00;Edge.Minor.S_arm.SB.540_1;177.70;16.93;27.00;373.44;0.00;0;0.00;3.72;1;tripinfo_vf_Node.Main.740.S__Node.Minor.540.S_end__0.6 routing_vf_Node.Main.740.S__Node.Minor.540.S_end__0.6 fcd_vf_Node.Main.740.S__Node.Minor.540.S_end__0.6;DEFAULT_VEHTYPE;1.03;
vf_Node.Main.0.N__Node.Main.740.N__0.32;241.00;Edge.Main.EB.0-120_2;5.10;18.11;0.04;314.00;Edge.Main.EB.620-740_2;112.00;17.27;73.00;735.89;15.00;1;0.00;32.36;1;tripinfo_vf_Node.Main.0.N__Node.Main.740.N__0.32 routing_vf_Node.Main.0.N__Node.Main.740.N__0.32 fcd_vf_Node.Main.0.N__Node.Main.740.N__0.32;DEFAULT_VEHTYPE;1.09;
